credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,label
1,all_other,0.1758,718.84,11.5229154,16.93,667,3659.958333,18606,67.5,0,1,0,0
1,debt_consolidation,0.1189,198.99,10.5454467,22.58,722,4680.0,17511,47.7,3,0,0,0
1,debt_consolidation,0.1663,532.05,10.73639668,7.93,672,3029.958333,14608,94.9,1,0,0,0
1,small_business,0.1221,166.58,11.21182037,17.56,712,7170.0,13344,28.4,2,0,0,0
1,credit_card,0.1189,298.48,11.35040654,8.84,732,5519.958333,5390,27.2,0,0,1,0
1,home_improvement,0.1411,143.77,9.836332277,4.62,677,4783.958333,2255,37.6,1,0,0,0
1,debt_consolidation,0.0932,207.66,10.35456317,12.08,747,3450.0,2530,63.2,0,0,0,1
1,debt_consolidation,0.1284,504.27,11.53272809,12.46,722,3329.958333,2,0.1,2,0,0,0
1,all_other,0.1221,399.78,10.49127422,20.33,677,3090.0,24029,70.3,1,0,0,0
1,major_purchase,0.0932,63.9,10.94192512,5.71,787,3570.0,21,0.4,2,0,0,0
1,all_other,0.1411,684.58,11.35035948,19.27,702,5489.958333,17811,79.2,1,0,0,0
1,all_other,0.1221,499.73,11.91839057,17.84,752,8069.958333,0,0.0,1,0,0,0
1,debt_consolidation,0.1426,240.15,10.37349118,13.35,682,1410.0,5999,27.6,1,0,0,1
1,all_other,0.0963,248.74,10.79957558,11.36,737,5601.958333,6720,19.0,0,0,0,0
1,all_other,0.16,281.26,10.55581274,2.31,667,1800.0,3292,58.8,1,1,0,0
1,debt_consolidation,0.16,527.36,11.03488966,7.88,687,2520.0,15896,83.2,1,0,0,1
1,small_business,0.1663,567.52,11.15625052,0.26,667,3329.958333,438,4.6,3,0,0,0
1,debt_consolidation,0.1505,693.83,11.28230402,15.32,682,4379.958333,18636,81.1,3,0,0,0
1,debt_consolidation,0.1474,552.59,10.9040459,9.13,682,7620.0,17436,71.9,1,0,0,0
1,home_improvement,0.1253,836.66,11.91839057,2.86,762,3389.958333,14911,34.0,1,0,0,0
1,debt_consolidation,0.1442,498.55,10.30895266,18.04,697,8910.958333,20392,94.0,1,0,0,0
1,debt_consolidation,0.1316,287.05,11.22524339,12.27,697,8069.958333,30532,53.7,3,0,0,1
1,all_other,0.0737,248.37,11.08220409,2.77,727,5219.958333,31939,53.2,1,0,0,1
1,debt_consolidation,0.08,188.02,10.70324447,6.44,752,5340.0,5970,12.7,1,0,0,0
1,debt_consolidation,0.1347,447.78,10.59663473,12.72,727,1499.958333,9721,30.9,2,0,0,0
1,credit_card,0.0963,160.48,11.46167427,15.4,727,3090.0,9347,41.0,2,0,0,0
1,credit_card,0.1189,348.23,11.6351431,6.02,727,6719.958333,13610,43.1,0,0,0,0
1,all_other,0.1474,51.81,10.5454467,1.04,667,2130.0,1781,59.4,3,0,0,1
1,small_business,0.0932,159.74,10.81977828,17.57,737,2669.958333,7170,67.0,1,0,0,0
1,small_business,0.1189,530.63,11.35040654,2.61,757,5041.0,29204,51.9,2,0,0,0
1,small_business,0.1426,274.45,10.57387775,21.88,737,2681.0,16090,25.0,3,0,0,1
1,major_purchase,0.0768,49.91,10.04324949,4.64,757,12391.0,2753,9.3,0,0,0,0
1,all_other,0.0737,372.55,10.81985828,10.1,742,7769.958333,56348,33.7,0,0,0,0
1,small_business,0.0963,417.23,10.6454249,16.14,787,3840.0,0,0.0,1,0,0,0
1,debt_consolidation,0.1316,379.92,11.22524339,18.69,702,3150.0,11197,81.7,2,0,0,0
1,all_other,0.0932,319.47,10.91508846,0.39,782,4710.0,99,0.2,1,0,0,0
1,small_business,0.1253,251.0,10.59663473,12.87,787,2249.958333,298,1.0,0,0,0,1
1,all_other,0.1189,331.64,10.87804719,17.12,727,2790.0,4435,59.1,0,0,0,0
1,educational,0.1568,113.76,9.392661929,11.8,672,1499.958333,3352,79.8,0,0,0,1
1,debt_consolidation,0.1347,407.08,11.12726298,21.9,697,5408.0,43863,63.7,2,0,0,0
1,all_other,0.1284,235.33,11.01039864,10.27,682,4202.958333,3706,45.2,0,0,0,0
1,major_purchase,0.1316,405.25,10.91508846,13.16,707,13681.0,9030,37.5,2,0,0,0
1,all_other,0.08,313.37,11.35035948,1.06,772,6780.0,2227,5.4,0,0,0,0
1,debt_consolidation,0.1379,286.24,10.71441777,24.75,697,4829.958333,1924,91.6,1,0,0,1
1,small_business,0.0963,481.42,11.51292546,4.81,802,9637.958333,21267,33.9,1,0,0,0
1,all_other,0.0963,160.48,11.24300472,8.63,722,5189.958333,2602,51.0,1,0,0,0
1,all_other,0.1632,529.71,11.08214255,16.39,672,5310.0,7467,48.8,2,0,0,0
1,all_other,0.1221,158.25,10.71894086,20.95,747,5760.0,26272,33.7,1,0,0,0
1,debt_consolidation,0.1568,280.02,11.28978191,16.3,662,4499.958333,10702,59.8,0,0,0,0
1,all_other,0.0768,311.91,10.08580911,0.0,737,1650.0,400,6.7,1,0,0,0
1,small_business,0.1221,666.3,11.35040654,3.04,787,6510.0,13893,18.7,4,0,0,0
1,all_other,0.0932,527.13,11.05885818,8.35,732,4079.958333,41921,85.2,0,0,0,1
1,debt_consolidation,0.0932,233.22,10.30895266,10.52,737,3243.0,8351,22.1,3,0,0,0
1,small_business,0.1505,416.3,10.27505111,2.48,672,4019.958333,4770,52.4,2,0,2,0
1,debt_consolidation,0.1568,525.03,11.6351431,13.12,757,7560.0,50910,32.6,0,0,0,0
1,small_business,0.1411,232.76,10.53209621,10.3,707,3779.958333,1356,17.4,2,1,0,0
1,debt_consolidation,0.1253,669.33,11.12726298,18.23,732,5070.0,25313,43.4,2,0,0,0
1,debt_consolidation,0.1221,599.67,10.86906356,13.36,742,5640.0,17064,56.7,0,0,0,0
1,credit_card,0.1253,117.14,10.46310334,13.39,707,4889.958333,7730,33.6,1,0,0,0
1,credit_card,0.1316,362.19,10.91508846,12.09,702,2219.958333,20854,49.3,2,0,0,0
1,debt_consolidation,0.1347,101.77,11.09741002,14.6,687,5978.958333,15093,95.5,1,0,0,1
1,all_other,0.1474,120.88,11.49264112,19.94,672,6180.0,36162,89.5,3,0,0,1
1,small_business,0.08,100.28,10.69194491,17.92,742,1949.958333,849,10.7,0,0,0,0
1,all_other,0.08,470.05,11.16336799,17.11,727,3450.0,8952,22.3,1,0,0,0
1,small_business,0.1284,806.83,11.22524339,18.51,772,6780.0,7815,6.1,0,0,0,0
1,all_other,0.1474,386.82,11.06350847,16.21,687,4320.0,10673,93.6,0,0,0,0
1,debt_consolidation,0.1568,245.02,10.73639668,20.87,677,2339.958333,5546,97.3,0,0,0,0
1,debt_consolidation,0.0963,320.95,10.54442628,15.05,737,4079.958333,1571,11.9,0,0,0,0
1,debt_consolidation,0.1632,247.2,10.91508846,3.99,662,2189.958333,4747,93.1,1,1,0,0
1,debt_consolidation,0.08,172.35,10.37361617,19.2,757,3749.958333,6860,29.4,0,0,0,0
1,debt_consolidation,0.1316,168.86,10.40426284,14.0,697,1710.0,4536,33.1,0,0,1,0
1,all_other,0.1568,245.02,10.13459927,5.57,662,1499.958333,4748,53.3,2,0,0,0
1,credit_card,0.1316,844.26,11.73606902,8.24,727,5549.958333,14323,50.3,1,0,0,1
1,small_business,0.1221,632.99,11.56171563,15.51,752,11520.0,49836,42.1,1,0,0,0
1,debt_consolidation,0.1821,290.07,11.22524339,13.92,662,4889.958333,8111,57.9,2,0,0,0
1,all_other,0.1189,198.99,11.09741002,21.07,722,4769.958333,18136,44.7,0,0,0,0
1,debt_consolidation,0.16,404.31,10.46104751,21.09,662,4529.958333,22416,67.0,1,0,0,0
1,debt_consolidation,0.1284,537.89,10.64304111,10.37,717,3719.958333,16016,84.7,0,0,0,0
1,debt_consolidation,0.1347,237.46,10.52191119,14.71,707,3810.0,3915,93.2,0,0,0,0
1,credit_card,0.1221,258.2,10.63825641,17.78,717,2520.0,14610,76.9,0,0,0,1
1,all_other,0.08,263.23,11.15625052,3.05,777,4020.958333,1506,6.6,0,0,0,0
1,all_other,0.08,172.35,11.30220443,9.87,782,5730.0,4590,14.7,0,0,0,0
1,all_other,0.1284,168.09,10.30895266,2.6,757,4590.0,724,2.8,1,0,0,0
1,major_purchase,0.1505,346.92,10.75798798,20.19,752,4621.0,0,27.7,2,0,0,0
1,all_other,0.1316,337.71,10.71441777,3.97,732,2789.0,2025,15.6,1,0,0,1
1,all_other,0.0768,374.29,11.15619338,12.62,722,2911.0,16810,32.3,2,0,0,1
1,major_purchase,0.0963,215.04,9.510444964,6.4,807,9209.958333,35,1.7,0,0,0,0
1,home_improvement,0.08,125.35,11.15619338,8.78,757,2790.0,3008,8.7,0,0,0,0
1,debt_consolidation,0.1347,407.08,11.00209984,15.12,697,2520.0,12540,54.3,1,0,0,0
1,credit_card,0.0963,385.14,10.91567011,21.17,757,10739.95833,25133,38.8,1,0,0,0
1,all_other,0.1632,331.95,10.81977828,1.46,692,1620.0,4700,51.6,1,0,0,0
1,all_other,0.1411,342.29,11.98292909,9.27,677,5189.958333,10843,68.6,0,1,0,1
1,debt_consolidation,0.1347,407.08,10.14909685,9.2,722,11339.95833,11377,94.8,1,0,0,1
1,debt_consolidation,0.0963,320.95,10.82536266,13.77,737,5400.0,1251,5.5,1,0,1,0
1,small_business,0.1505,477.01,10.30895266,17.96,687,1441.0,5269,15.1,3,0,0,1
1,small_business,0.1221,499.73,11.54600234,8.57,772,4109.958333,11700,42.5,0,0,0,0
1,debt_consolidation,0.1284,84.05,10.66895539,8.76,687,5670.0,1580,14.0,1,0,0,0
1,debt_consolidation,0.1347,339.23,11.22524339,14.91,732,3737.958333,26694,98.9,3,0,0,0
1,credit_card,0.1284,504.27,11.08214255,6.65,717,2190.958333,27201,57.4,0,0,0,0
1,debt_consolidation,0.0963,320.95,10.59663473,12.81,742,8370.0,7108,18.3,2,0,0,0
1,major_purchase,0.1442,687.66,12.46458334,16.97,697,7799.958333,58981,84.9,2,0,0,0
1,all_other,0.08,156.69,10.91508846,9.05,757,2490.0,1012,10.1,0,0,0,0
1,all_other,0.1221,666.3,10.84933709,3.1,782,2850.0,99,0.4,0,0,0,0
1,all_other,0.1537,104.54,11.00209984,1.0,672,1800.0,1048,31.8,1,0,0,1
1,debt_consolidation,0.1474,276.3,10.30895266,15.44,677,8617.0,21202,88.0,0,1,0,0
1,debt_consolidation,0.0932,313.08,10.4341158,22.62,747,6725.958333,16248,23.9,0,0,0,0
1,home_improvement,0.0932,159.74,10.1266311,3.89,777,3419.958333,3901,10.6,2,0,0,0
1,all_other,0.1284,672.36,11.38495936,1.95,787,2730.0,45210,3.8,1,0,0,0
1,debt_consolidation,0.1726,894.61,12.4874851,12.76,692,6599.958333,35172,95.3,0,0,0,1
1,debt_consolidation,0.1442,687.66,11.1844214,23.25,697,6659.958333,18789,52.0,3,0,0,0
1,credit_card,0.1221,399.78,11.00209984,16.16,742,4379.958333,24904,66.4,2,0,0,0
1,debt_consolidation,0.1411,410.75,11.03817459,22.03,682,3150.0,4532,32.4,0,0,0,0
1,debt_consolidation,0.1632,474.97,11.38287373,18.64,662,7920.0,6021,57.9,0,1,0,0
1,debt_consolidation,0.1379,391.87,10.7342204,10.3,697,3659.958333,11361,35.3,0,3,0,0
1,home_improvement,0.0963,224.66,11.42958733,8.05,757,4799.958333,962,4.6,0,1,0,0
1,all_other,0.1474,690.74,10.71441777,9.31,697,3374.958333,1483,4.2,0,0,0,0
1,educational,0.06,91.27,9.793449447,5.69,727,4320.0,859,10.7,0,0,0,0
1,small_business,0.1695,356.27,11.00209984,11.18,662,3336.958333,6070,88.0,1,0,0,0
1,credit_card,0.1379,340.76,10.4487146,14.71,692,2520.0,8316,52.6,0,0,0,0
1,all_other,0.1218,399.6,11.04852212,9.03,712,7321.0,16353,31.9,0,0,0,0
1,all_other,0.1347,67.85,9.884916167,16.32,692,2189.958333,6191,72.0,1,0,0,0
1,small_business,0.0963,513.51,11.69524702,2.5,802,12330.0,8823,7.4,1,0,0,0
1,debt_consolidation,0.1284,242.05,10.81985828,13.17,702,10259.95833,19434,43.2,2,0,0,0
1,home_improvement,0.1253,301.2,11.4294569,20.3,722,4446.958333,42813,0.0,2,0,0,1
1,all_other,0.1496,207.87,11.20504069,18.43,662,5517.0,14417,82.9,0,0,0,0
1,home_improvement,0.1347,542.77,12.25486281,14.93,707,6359.958333,46392,81.1,1,0,0,0
1,all_other,0.1505,190.81,10.66904841,12.7,667,3719.958333,1953,57.4,2,1,0,0
1,credit_card,0.0932,191.69,11.1124479,19.45,747,7409.958333,42518,68.9,2,0,0,0
1,all_other,0.0932,191.69,10.95080655,11.56,777,6810.0,14650,24.5,5,0,0,0
1,small_business,0.1253,167.34,11.56171563,23.9,707,7500.0,70432,89.3,0,0,0,0
1,small_business,0.1221,666.3,11.69524702,8.22,782,6450.0,3606,4.5,0,0,0,0
1,all_other,0.1505,260.19,12.36563722,15.01,672,7500.0,82153,88.1,0,0,0,0
1,all_other,0.1442,51.58,11.23537852,11.4,677,3510.0,457,18.0,0,0,0,0
1,debt_consolidation,0.1505,294.88,9.998797732,13.75,672,1740.0,11131,57.7,1,0,0,1
1,major_purchase,0.1253,187.42,10.46310334,14.43,702,8130.958333,15341,40.2,1,0,0,1
1,all_other,0.1126,312.21,11.1844214,3.73,747,2070.0,700,14.6,7,0,0,0
1,all_other,0.1316,303.94,10.59663473,9.66,727,4019.958333,1813,27.1,1,0,1,0
1,debt_consolidation,0.1347,244.25,11.39075783,12.83,687,3510.0,28767,74.9,1,0,0,0
1,major_purchase,0.1505,156.12,11.31447453,11.56,667,3630.0,0,0.0,1,2,1,0
1,debt_consolidation,0.1411,329.46,10.71441777,22.48,682,2309.958333,13575,73.8,0,0,0,1
1,debt_consolidation,0.1347,284.95,11.03488966,13.53,692,3990.0,9631,74.7,3,0,0,0
1,small_business,0.1347,814.15,11.51292546,7.25,737,2160.0,5,0.2,3,0,0,0
1,credit_card,0.1379,511.14,10.96819829,11.07,707,3120.0,15166,94.8,2,0,0,0
1,home_improvement,0.1442,55.02,10.15424627,12.98,692,1260.0,0,0.0,0,0,1,0
1,all_other,0.1221,333.15,9.952277717,8.46,717,1829.958333,6711,53.3,1,0,0,0
1,small_business,0.1316,413.69,10.08580911,11.35,707,2130.0,4850,53.9,1,0,0,1
1,all_other,0.1158,528.22,12.61153775,7.6,697,4214.0,41491,60.9,0,0,0,0
1,debt_consolidation,0.1379,238.53,10.20359214,21.91,697,3180.0,7494,94.9,0,0,0,0
1,debt_consolidation,0.1411,676.02,11.08214255,18.85,702,8250.0,11667,33.1,1,0,0,1
1,all_other,0.1347,169.62,11.28983191,3.67,697,5100.0,3048,33.9,0,1,0,0
1,credit_card,0.1316,506.56,11.20504069,18.87,727,9450.0,49542,54.6,2,0,0,0
1,debt_consolidation,0.0932,319.47,10.47344963,19.88,762,2760.0,12255,24.2,0,0,0,0
1,small_business,0.0932,63.9,11.06663836,12.04,742,2760.0,0,0.0,0,0,0,0
1,small_business,0.1442,171.92,11.58084576,1.96,697,2669.958333,4233,46.0,0,0,0,1
1,debt_consolidation,0.1411,164.3,10.50232405,14.67,672,1394.0,8038,51.5,0,0,0,0
1,all_other,0.0932,255.58,11.81303006,5.18,752,5010.0,79821,37.1,0,0,0,0
1,all_other,0.1189,663.28,10.70548914,17.33,772,9119.958333,22828,21.4,1,0,0,0
1,all_other,0.1379,681.51,11.84220043,7.12,712,5100.0,7629,25.3,0,0,0,0
1,debt_consolidation,0.0768,124.77,10.54534144,13.45,802,4560.0,3199,7.4,0,0,0,0
1,all_other,0.1253,836.66,11.65268741,1.39,762,2160.0,30215,49.6,1,0,0,1
1,debt_consolidation,0.1379,170.38,10.43857643,5.69,692,5159.958333,445,89.0,2,0,0,0
1,all_other,0.08,313.37,11.00209984,0.36,792,2520.0,1858,12.7,0,0,0,0
1,debt_consolidation,0.1568,420.02,10.73630972,4.04,667,3389.958333,7805,41.9,0,0,0,0
1,all_other,0.0963,385.14,11.22524339,14.93,757,4109.958333,2300,11.3,0,0,0,0
1,credit_card,0.1379,436.17,11.59910316,24.88,702,5280.0,39311,85.8,0,0,0,0
1,small_business,0.0768,194.95,10.66895539,21.43,797,4049.958333,2094,7.7,1,0,0,0
1,debt_consolidation,0.1632,353.14,10.77895629,20.55,672,4799.958333,3996,97.5,0,0,1,1
1,all_other,0.1095,170.12,11.30220443,10.34,692,8948.0,25972,89.6,1,0,0,0
1,small_business,0.16,527.36,10.81977828,7.92,702,4139.958333,5918,98.6,1,0,0,1
1,credit_card,0.1189,238.79,10.69203582,6.98,712,5040.0,9144,25.5,0,0,0,0
1,all_other,0.1189,198.99,11.15625052,7.23,722,2249.958333,4965,53.4,0,0,0,0
1,credit_card,0.1284,336.18,11.7905572,2.0,712,9209.958333,3462,21.6,0,0,0,0
1,educational,0.1474,172.69,10.95080655,9.81,687,6120.0,3335,45.1,2,0,0,1
1,major_purchase,0.1221,199.89,10.59663473,0.6,747,3779.958333,297,5.8,0,0,0,0
1,debt_consolidation,0.1568,210.01,10.858999,23.35,667,3870.0,7160,62.3,1,0,0,0
1,debt_consolidation,0.1316,432.26,11.03488966,3.74,707,2339.958333,6214,20.8,0,0,0,0
1,debt_consolidation,0.1253,560.56,10.71441777,22.45,712,4139.958333,11860,45.1,1,0,0,0
1,debt_consolidation,0.1379,170.38,10.4487146,7.41,697,12390.0,693,23.1,1,0,0,0
1,debt_consolidation,0.1632,141.26,11.48246626,20.89,667,5669.958333,34008,98.3,0,0,0,0
1,debt_consolidation,0.1474,414.45,10.93489109,3.87,677,1829.958333,7810,37.5,1,0,0,0
1,debt_consolidation,0.1316,405.25,11.33857208,9.4,702,3299.958333,15127,45.6,0,0,1,0
1,debt_consolidation,0.1316,324.2,10.69194491,5.21,702,13770.0,7491,71.3,0,1,0,0
1,credit_card,0.1537,684.73,10.84534856,11.72,687,5939.958333,43620,92.9,0,0,0,0
1,credit_card,0.1474,442.08,11.22524339,14.96,692,3270.0,24769,90.1,2,1,0,0
1,debt_consolidation,0.08,222.49,11.08220409,13.25,757,6510.0,4409,12.4,3,0,0,0
1,debt_consolidation,0.1411,313.2,11.51292546,24.34,692,13410.0,46268,92.9,1,1,0,1
1,credit_card,0.1189,414.55,11.00209984,14.68,737,4230.0,12663,34.4,1,0,0,0
1,debt_consolidation,0.1537,139.39,10.23995979,23.83,672,1139.958333,4071,78.3,0,0,0,0
1,debt_consolidation,0.1682,533.43,11.98292909,22.57,682,3600.041667,15214,68.7,0,2,0,0
1,home_improvement,0.1095,654.28,11.11167148,18.89,777,8909.958333,12683,18.1,0,0,0,0
1,home_improvement,0.1568,385.02,11.15625052,14.97,662,12539.95833,9649,50.5,0,0,0,1
1,debt_consolidation,0.1635,706.59,11.51288546,20.93,677,4863.0,22739,59.5,0,0,0,0
1,home_improvement,0.08,150.42,11.03488966,1.2,787,6689.958333,3473,10.7,4,0,0,0
1,all_other,0.1284,336.18,10.77895629,4.0,707,3181.0,7350,13.8,3,1,0,0
1,debt_consolidation,0.1474,690.74,11.26446411,15.51,687,8580.0,19367,49.9,2,0,0,0
1,all_other,0.1253,401.6,10.49127422,24.6,712,4109.958333,13376,33.9,2,0,0,0
1,educational,0.1347,379.94,11.71095632,14.28,722,5601.958333,0,0.0,1,1,0,1
1,small_business,0.0963,433.28,10.89673933,18.2,757,4431.958333,18116,40.7,0,0,0,0
1,debt_consolidation,0.0768,165.32,10.33946893,0.58,812,6959.958333,1674,8.8,1,0,0,0
1,all_other,0.1316,50.66,10.30895266,10.44,682,8220.0,10926,72.4,2,1,0,0
1,all_other,0.1442,192.55,10.38899537,6.09,672,2279.958333,3805,48.8,2,0,0,0
1,credit_card,0.1221,333.15,11.22524339,11.02,712,5760.0,9484,83.9,0,0,0,0
1,debt_consolidation,0.1726,150.3,10.66895539,12.31,662,2669.958333,9753,95.9,1,0,0,0
1,small_business,0.1411,410.75,11.42954386,7.63,692,1979.958333,752,2.5,2,2,0,1
1,all_other,0.1505,138.77,9.998797732,19.75,667,2341.958333,555,3.9,2,1,0,0
1,all_other,0.1568,328.14,10.59663473,14.1,662,2669.958333,4485,25.8,0,2,0,1
1,credit_card,0.0932,263.57,10.5865844,24.45,757,8970.0,29576,41.1,2,0,0,0
1,debt_consolidation,0.1442,481.36,10.52268675,22.13,682,3329.958333,1840,26.7,1,0,0,0
1,home_improvement,0.1253,560.56,11.00209984,8.56,727,6599.958333,25409,38.1,0,0,0,0
1,debt_consolidation,0.1726,687.06,10.97934285,9.78,677,3482.0,20732,96.0,0,0,0,0
1,debt_consolidation,0.1221,266.52,11.1844214,9.87,782,4829.958333,54855,10.8,0,0,0,0
1,all_other,0.08,156.69,11.27720313,0.5,782,7622.0,33,0.2,2,0,0,0
1,all_other,0.0737,543.3,11.67419361,8.61,762,3570.0,3524,8.7,2,0,0,0
1,major_purchase,0.1221,149.92,10.78931908,16.7,712,2430.0,5198,41.6,2,0,0,0
1,all_other,0.0932,255.58,10.81408209,14.99,762,3600.0,1575,21.9,0,0,0,0
1,debt_consolidation,0.1682,675.68,10.81977828,18.41,667,4890.041667,9246,85.6,2,0,1,0
1,debt_consolidation,0.1537,209.08,11.38531934,13.24,662,5489.958333,24214,68.0,0,0,0,0
1,all_other,0.0932,159.74,10.75363848,5.05,792,5430.0,1767,14.7,0,0,0,0
1,debt_consolidation,0.0788,375.37,11.60823564,16.27,762,4793.0,12311,24.9,2,0,0,0
1,small_business,0.1347,407.08,11.28978191,23.83,692,6390.0,8762,31.9,3,0,0,0
1,small_business,0.1316,290.43,10.73639668,7.98,702,3881.0,553,2.8,1,0,0,0
1,credit_card,0.1379,68.16,10.88025231,18.07,692,3329.958333,16306,95.9,0,0,0,0
1,all_other,0.1442,55.02,8.998136761,19.14,682,3779.958333,2816,93.9,2,0,0,0
1,all_other,0.0963,144.43,10.54534144,0.82,747,6870.0,752,27.9,1,0,0,1
1,debt_consolidation,0.1442,524.34,11.00209984,20.64,712,4529.958333,51790,96.1,1,0,0,1
1,debt_consolidation,0.1537,519.21,10.59653473,16.89,662,3809.958333,15586,83.3,0,0,0,0
1,all_other,0.16,140.63,9.775654181,1.7,677,1350.0,301,8.9,0,0,0,0
1,debt_consolidation,0.1189,596.96,11.1844214,22.3,747,3689.958333,23518,32.9,2,0,0,0
1,all_other,0.1537,174.24,10.54534144,0.32,702,3090.0,260,10.4,1,0,0,0
1,all_other,0.1505,867.29,11.69524702,3.26,712,3844.0,3173,6.2,1,1,0,0
1,all_other,0.1537,313.62,10.46310334,6.27,712,1199.958333,8534,29.3,2,0,0,0
1,debt_consolidation,0.1253,234.27,10.12647109,21.08,717,3299.958333,4702,61.9,1,0,0,0
1,debt_consolidation,0.16,457.05,10.67359577,11.08,672,2939.958333,2350,63.5,0,0,0,0
1,small_business,0.0932,287.53,11.62625415,0.43,802,5460.0,1074,3.9,1,0,0,0
1,debt_consolidation,0.1474,138.15,10.16600565,14.72,672,3480.0,2229,58.7,3,0,0,0
1,home_improvement,0.0963,320.95,10.6454249,1.14,752,1859.958333,974,4.5,1,0,0,0
1,all_other,0.16,351.58,11.38504664,11.85,662,2639.958333,12125,69.3,2,0,0,0
1,small_business,0.1565,699.73,11.00209984,20.74,742,6692.0,24030,82.9,3,0,0,0
1,all_other,0.1663,354.7,10.16585182,4.62,687,1229.958333,5785,54.6,1,0,0,1
1,all_other,0.1442,51.58,11.00209984,12.04,667,3719.958333,2287,47.6,1,0,0,1
1,credit_card,0.1316,216.13,11.28978191,17.16,697,4950.0,22630,53.9,1,0,0,0
1,all_other,0.1379,306.68,11.28978191,0.09,697,2853.0,3230,10.3,0,1,0,0
1,all_other,0.08,313.37,12.10071213,7.26,772,13830.0,22141,15.2,1,0,0,0
1,debt_consolidation,0.0963,449.32,11.73606902,7.81,747,7530.0,17649,58.1,0,0,0,0
1,all_other,0.0963,307.31,10.95073637,10.72,717,1440.0,8305,26.9,0,0,0,0
1,credit_card,0.1411,684.58,11.60823564,13.18,702,5579.958333,25277,80.8,0,1,0,0
1,debt_consolidation,0.0768,86.56,9.823361508,4.55,762,4590.0,1223,6.6,1,0,0,0
1,debt_consolidation,0.1411,123.23,10.51867319,3.31,697,3659.958333,3437,90.4,1,1,0,0
1,small_business,0.1284,504.27,11.35040654,11.92,722,5489.958333,27662,73.4,0,0,0,0
1,debt_consolidation,0.1505,143.97,9.392661929,5.8,682,1260.0,1950,67.2,0,0,0,0
1,small_business,0.1411,123.23,10.30895266,0.04,727,6239.958333,1,0.0,0,0,1,0
1,debt_consolidation,0.1316,67.55,10.1266311,9.55,687,5249.958333,635,42.3,0,0,0,1
1,debt_consolidation,0.1537,334.53,11.15625052,17.04,667,5580.958333,22875,86.0,0,0,0,0
1,credit_card,0.0963,320.95,10.77895629,13.8,742,5249.958333,9660,60.4,2,0,0,0
1,debt_consolidation,0.0768,249.53,10.81977828,11.59,722,2130.0,9287,27.9,2,0,0,0
1,debt_consolidation,0.0932,255.58,10.69194491,15.16,762,9300.0,24142,49.4,0,0,0,0
1,home_improvement,0.1347,223.89,10.54534144,11.34,687,1650.0,2415,14.3,2,0,0,0
1,debt_consolidation,0.08,313.37,11.3736634,4.9,797,5899.958333,33850,57.9,3,0,0,0
1,home_improvement,0.0774,280.97,11.77535127,1.68,777,5352.958333,6638,40.7,0,0,0,0
1,major_purchase,0.1537,95.83,11.28978191,3.55,687,1410.0,64,1.2,1,0,0,0
1,small_business,0.1663,425.64,11.47210347,15.46,672,5219.958333,24249,97.0,1,1,0,0
1,all_other,0.08,282.03,10.95080655,9.62,772,5969.958333,57033,29.8,0,0,0,0
1,educational,0.0963,48.15,10.08580911,9.8,757,1619.958333,0,0.0,0,0,0,0
1,all_other,0.1253,117.14,11.75978554,19.28,702,11309.95833,16146,54.4,3,0,0,1
1,major_purchase,0.1189,198.99,10.46321762,11.55,737,1889.958333,1003,43.6,2,0,0,0
1,all_other,0.1284,201.71,10.35774282,5.83,742,11069.95833,7699,69.4,1,0,0,1
1,debt_consolidation,0.1442,226.93,10.30895266,11.08,697,1199.958333,6593,55.9,2,0,0,0
1,major_purchase,0.1505,104.08,10.63585545,18.95,662,2370.0,4285,44.6,3,1,0,0
1,debt_consolidation,0.1322,676.02,11.26446411,0.65,727,1698.958333,5142,27.2,0,0,0,1
1,debt_consolidation,0.1253,127.18,10.51856508,12.36,732,3749.958333,168,56.0,0,0,0,0
1,debt_consolidation,0.1284,215.16,10.1266311,15.07,702,2430.0,4072,23.8,0,0,0,0
1,debt_consolidation,0.1632,439.66,10.66886237,12.5,667,1470.0,7722,82.1,2,0,0,0
1,home_improvement,0.1284,672.36,10.6454249,1.49,752,3900.0,1954,6.4,5,0,0,0
1,debt_consolidation,0.1253,133.87,11.31442574,20.91,702,4590.0,36462,81.0,1,0,0,0
1,educational,0.1253,602.4,11.58988651,11.67,727,8220.0,14191,61.2,1,0,0,0
1,all_other,0.0737,111.77,10.694079,12.38,772,2010.0,1060,8.6,2,0,0,0
1,debt_consolidation,0.08,188.02,10.57131693,6.65,752,2880.0,4487,11.1,0,0,0,0
1,debt_consolidation,0.1189,281.9,10.71441777,17.04,732,3719.958333,14439,32.2,1,0,0,0
1,all_other,0.1189,50.58,11.5002049,8.12,677,3359.958333,36192,84.6,0,0,0,1
1,all_other,0.1284,168.09,10.97002421,0.23,767,3630.0,11,0.1,0,0,0,1
1,debt_consolidation,0.1221,333.15,10.46310334,9.53,717,3540.0,9985,52.3,0,0,0,0
1,home_improvement,0.1379,272.61,12.06155541,2.44,687,5377.0,14324,53.4,2,0,0,0
1,major_purchase,0.1442,51.58,10.93596004,19.85,672,4320.0,15198,84.0,0,0,0,0
1,all_other,0.0963,481.42,10.77895629,12.57,712,8159.958333,10,0.1,0,0,0,0
