age,job,salary,marital,education,targeted,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,label
34,admin.,50000,single,secondary,yes,no,0,yes,no,unknown,6,may,150,1,-1,0,unknown,no
40,unemployed,8000,single,secondary,yes,no,11,yes,no,unknown,6,may,43,1,-1,0,unknown,no
36,admin.,50000,married,secondary,yes,no,639,yes,no,unknown,6,may,191,1,-1,0,unknown,no
59,blue-collar,20000,divorced,unknown,no,no,124,yes,no,unknown,6,may,26,1,-1,0,unknown,no
45,blue-collar,20000,married,secondary,yes,no,82,yes,no,unknown,6,may,250,1,-1,0,unknown,no
36,self-employed,60000,married,tertiary,yes,no,107,yes,no,unknown,6,may,146,1,-1,0,unknown,no
56,services,70000,married,secondary,yes,no,473,yes,no,unknown,6,may,416,1,-1,0,unknown,no
42,services,70000,divorced,secondary,yes,no,372,yes,yes,unknown,6,may,121,2,-1,0,unknown,no
30,admin.,50000,married,secondary,yes,no,46,yes,no,unknown,6,may,114,2,-1,0,unknown,no
30,student,4000,single,tertiary,no,no,34,yes,no,unknown,6,may,289,1,-1,0,unknown,no
47,self-employed,60000,married,unknown,no,no,935,yes,no,unknown,6,may,225,1,-1,0,unknown,no
33,blue-collar,20000,married,secondary,yes,no,-10,yes,no,unknown,6,may,123,1,-1,0,unknown,no
36,admin.,50000,married,secondary,yes,no,-106,yes,no,unknown,6,may,130,2,-1,0,unknown,no
39,services,70000,divorced,primary,yes,no,471,yes,no,unknown,6,may,161,2,-1,0,unknown,no
56,admin.,50000,divorced,secondary,yes,no,778,yes,no,unknown,6,may,149,2,-1,0,unknown,no
39,blue-collar,20000,divorced,unknown,no,no,170,yes,no,unknown,6,may,268,2,-1,0,unknown,no
42,technician,60000,married,secondary,yes,no,315,yes,no,unknown,6,may,259,2,-1,0,unknown,no
52,blue-collar,20000,married,secondary,yes,no,3165,no,no,unknown,6,may,26,1,-1,0,unknown,no
36,admin.,50000,divorced,secondary,yes,no,131,yes,no,unknown,6,may,153,1,-1,0,unknown,no
35,entrepreneur,120000,married,secondary,yes,yes,204,yes,no,unknown,6,may,424,2,-1,0,unknown,no
47,technician,60000,married,secondary,yes,no,83,yes,no,unknown,6,may,179,2,-1,0,unknown,no
59,services,70000,divorced,secondary,yes,no,0,yes,yes,unknown,6,may,97,1,-1,0,unknown,no
57,blue-collar,20000,married,primary,yes,no,5431,yes,yes,unknown,6,may,383,1,-1,0,unknown,no
38,management,100000,married,unknown,no,no,1759,yes,no,unknown,6,may,440,1,-1,0,unknown,no
46,unemployed,8000,married,secondary,yes,no,-125,yes,no,unknown,6,may,23,1,-1,0,unknown,no
34,blue-collar,20000,married,secondary,yes,no,0,no,no,unknown,6,may,195,1,-1,0,unknown,no
28,services,70000,single,secondary,yes,no,5090,yes,no,unknown,6,may,1297,3,-1,0,unknown,yes
38,technician,60000,married,unknown,no,no,573,yes,no,unknown,6,may,87,1,-1,0,unknown,no
56,blue-collar,20000,married,secondary,yes,no,1602,yes,no,unknown,6,may,427,1,-1,0,unknown,no
41,blue-collar,20000,single,primary,yes,yes,-137,yes,yes,unknown,6,may,189,1,-1,0,unknown,no
52,technician,60000,married,unknown,no,no,0,no,no,unknown,6,may,195,1,-1,0,unknown,no
54,services,70000,married,secondary,yes,no,193,no,no,unknown,6,may,179,1,-1,0,unknown,no
61,retired,55000,married,secondary,yes,no,195,yes,yes,unknown,6,may,179,1,-1,0,unknown,no
53,entrepreneur,120000,married,secondary,yes,no,288,no,no,unknown,6,may,69,1,-1,0,unknown,no
47,technician,60000,married,secondary,yes,no,19,yes,no,unknown,6,may,105,2,-1,0,unknown,no
53,blue-collar,20000,married,primary,yes,no,25,yes,no,unknown,6,may,266,3,-1,0,unknown,no
46,services,70000,married,secondary,yes,no,216,yes,no,unknown,6,may,524,2,-1,0,unknown,no
39,blue-collar,20000,divorced,primary,yes,no,190,yes,yes,unknown,6,may,96,2,-1,0,unknown,no
56,technician,60000,divorced,secondary,yes,no,99,yes,no,unknown,6,may,155,2,-1,0,unknown,no
55,services,70000,divorced,primary,yes,no,2298,yes,no,unknown,6,may,162,2,-1,0,unknown,no
44,management,100000,married,tertiary,yes,no,17,yes,no,unknown,6,may,352,2,-1,0,unknown,no
37,technician,60000,married,primary,yes,no,0,yes,no,unknown,6,may,76,4,-1,0,unknown,no
35,blue-collar,20000,married,primary,yes,no,0,yes,no,unknown,6,may,154,2,-1,0,unknown,no
55,blue-collar,20000,married,secondary,yes,no,840,yes,no,unknown,6,may,310,2,-1,0,unknown,no
37,services,70000,married,secondary,yes,no,358,yes,no,unknown,6,may,390,3,-1,0,unknown,no
30,technician,60000,single,secondary,yes,no,0,yes,no,unknown,6,may,369,1,-1,0,unknown,no
37,blue-collar,20000,married,primary,yes,no,-325,yes,yes,unknown,6,may,112,2,-1,0,unknown,no
36,technician,60000,single,secondary,yes,no,-15,yes,no,unknown,6,may,341,3,-1,0,unknown,no
38,technician,60000,married,secondary,yes,no,581,yes,no,unknown,6,may,79,1,-1,0,unknown,no
41,admin.,50000,divorced,primary,yes,no,4070,yes,no,unknown,6,may,140,2,-1,0,unknown,no
48,retired,55000,married,secondary,yes,no,74,no,yes,unknown,6,may,315,1,-1,0,unknown,no
55,services,70000,divorced,secondary,yes,no,141,yes,no,unknown,6,may,262,2,-1,0,unknown,no
28,services,70000,divorced,secondary,yes,no,89,no,no,unknown,6,may,174,2,-1,0,unknown,no
54,services,70000,married,secondary,yes,yes,0,yes,no,unknown,6,may,138,3,-1,0,unknown,no
30,blue-collar,20000,married,secondary,yes,no,450,no,no,unknown,6,may,526,2,-1,0,unknown,no
48,technician,60000,married,tertiary,yes,no,310,no,no,unknown,6,may,135,1,-1,0,unknown,no
31,self-employed,60000,married,secondary,yes,no,0,yes,no,unknown,6,may,36,5,-1,0,unknown,no
38,blue-collar,20000,married,secondary,yes,no,384,yes,no,unknown,6,may,1906,3,-1,0,unknown,no
37,blue-collar,20000,married,secondary,yes,no,395,yes,no,unknown,6,may,219,2,-1,0,unknown,no
37,services,70000,single,unknown,no,no,-118,yes,no,unknown,6,may,147,2,-1,0,unknown,no
56,blue-collar,20000,married,primary,yes,no,5,yes,yes,unknown,6,may,407,2,-1,0,unknown,no
51,blue-collar,20000,married,secondary,yes,no,50,yes,yes,unknown,6,may,121,1,-1,0,unknown,no
39,blue-collar,20000,married,secondary,yes,no,285,yes,yes,unknown,6,may,209,1,-1,0,unknown,no
49,technician,60000,married,unknown,no,no,15,no,no,unknown,6,may,92,2,-1,0,unknown,no
51,blue-collar,20000,married,primary,yes,no,653,yes,yes,unknown,6,may,208,1,-1,0,unknown,no
43,self-employed,60000,married,secondary,yes,no,918,yes,no,unknown,6,may,193,1,-1,0,unknown,no
32,services,70000,married,secondary,yes,no,243,yes,yes,unknown,6,may,144,1,-1,0,unknown,no
29,technician,60000,single,tertiary,no,no,405,yes,no,unknown,6,may,65,1,-1,0,unknown,no
48,management,100000,divorced,tertiary,no,no,1328,yes,no,unknown,6,may,339,1,-1,0,unknown,no
55,services,70000,married,primary,yes,no,255,yes,no,unknown,6,may,285,1,-1,0,unknown,no
53,blue-collar,20000,married,secondary,yes,no,3397,yes,no,unknown,6,may,231,1,-1,0,unknown,no
47,technician,60000,married,unknown,no,no,2106,yes,no,unknown,6,may,168,1,-1,0,unknown,no
39,management,100000,married,tertiary,yes,no,2877,yes,no,unknown,6,may,278,1,-1,0,unknown,no
31,blue-collar,20000,single,tertiary,no,no,60,yes,yes,unknown,6,may,389,1,-1,0,unknown,no
39,blue-collar,20000,married,primary,yes,no,2226,yes,no,unknown,6,may,158,1,-1,0,unknown,no
40,blue-collar,20000,married,primary,yes,no,2880,yes,no,unknown,6,may,145,2,-1,0,unknown,no
40,technician,60000,single,unknown,no,no,-5,yes,no,unknown,6,may,78,2,-1,0,unknown,no
48,technician,60000,married,secondary,yes,no,147,no,no,unknown,6,may,142,3,-1,0,unknown,no
33,technician,60000,divorced,secondary,yes,no,7,yes,yes,unknown,6,may,87,1,-1,0,unknown,no
40,technician,60000,married,secondary,yes,no,109,yes,no,unknown,6,may,147,2,-1,0,unknown,no
59,retired,55000,married,primary,yes,no,-119,yes,no,unknown,6,may,289,1,-1,0,unknown,no
30,technician,60000,married,secondary,yes,no,484,yes,no,unknown,6,may,703,1,-1,0,unknown,yes
31,management,100000,single,tertiary,no,no,1852,yes,no,unknown,6,may,170,3,-1,0,unknown,no
35,unemployed,8000,married,secondary,yes,no,533,yes,no,unknown,6,may,802,1,-1,0,unknown,no
54,technician,60000,divorced,secondary,yes,no,21,yes,no,unknown,6,may,381,2,-1,0,unknown,no
34,admin.,50000,single,unknown,no,no,2434,yes,no,unknown,6,may,218,4,-1,0,unknown,no
32,technician,60000,married,secondary,yes,no,90,yes,yes,unknown,6,may,57,2,-1,0,unknown,no
56,admin.,50000,divorced,unknown,no,no,4246,yes,no,unknown,6,may,304,2,-1,0,unknown,no
32,admin.,50000,single,tertiary,no,no,395,yes,no,unknown,6,may,241,3,-1,0,unknown,no
42,blue-collar,20000,married,primary,yes,no,15,yes,no,unknown,6,may,230,1,-1,0,unknown,no
33,services,70000,married,tertiary,yes,no,85,no,no,unknown,6,may,262,3,-1,0,unknown,no
52,entrepreneur,120000,married,tertiary,yes,no,-184,yes,yes,unknown,6,may,392,2,-1,0,unknown,no
52,services,70000,married,secondary,yes,no,660,no,no,unknown,6,may,201,2,-1,0,unknown,no
52,blue-collar,20000,divorced,primary,yes,yes,-183,yes,no,unknown,6,may,145,1,-1,0,unknown,no
30,unemployed,8000,divorced,secondary,yes,no,1144,yes,no,unknown,6,may,252,1,-1,0,unknown,no
44,services,70000,divorced,secondary,yes,no,1,yes,no,unknown,6,may,235,4,-1,0,unknown,no
35,admin.,50000,married,secondary,yes,no,69,yes,yes,unknown,6,may,235,2,-1,0,unknown,no
55,management,100000,single,secondary,yes,no,220,yes,no,unknown,6,may,328,2,-1,0,unknown,no
33,blue-collar,20000,married,primary,yes,no,332,yes,no,unknown,6,may,116,2,-1,0,unknown,no
37,blue-collar,20000,single,secondary,yes,no,240,yes,no,unknown,6,may,246,1,-1,0,unknown,no
42,technician,60000,single,secondary,yes,no,0,yes,no,unknown,6,may,293,1,-1,0,unknown,no
43,unemployed,8000,married,secondary,yes,no,0,yes,no,unknown,6,may,37,2,-1,0,unknown,no
38,entrepreneur,120000,married,tertiary,yes,no,898,yes,no,unknown,6,may,132,2,-1,0,unknown,no
37,technician,60000,married,secondary,yes,no,123,yes,yes,unknown,6,may,530,2,-1,0,unknown,no
31,student,4000,single,secondary,yes,no,252,yes,no,unknown,6,may,175,3,-1,0,unknown,no
41,management,100000,married,tertiary,yes,no,65,yes,no,unknown,6,may,524,2,-1,0,unknown,no
41,technician,60000,married,secondary,yes,no,-366,yes,yes,unknown,6,may,29,3,-1,0,unknown,no
29,student,4000,single,secondary,yes,no,209,yes,no,unknown,6,may,311,2,-1,0,unknown,no
38,admin.,50000,single,secondary,yes,no,221,yes,no,unknown,6,may,211,2,-1,0,unknown,no
44,self-employed,60000,divorced,tertiary,no,no,4,yes,no,unknown,6,may,312,3,-1,0,unknown,no
39,admin.,50000,married,secondary,yes,no,104,yes,no,unknown,6,may,412,1,-1,0,unknown,no
28,technician,60000,single,secondary,yes,no,312,yes,no,unknown,6,may,392,1,-1,0,unknown,no
33,blue-collar,20000,married,secondary,yes,no,-349,yes,no,unknown,6,may,191,1,-1,0,unknown,no
41,services,70000,married,unknown,no,no,4,no,no,unknown,6,may,284,2,-1,0,unknown,no
40,blue-collar,20000,married,primary,yes,no,-322,yes,yes,unknown,6,may,144,1,-1,0,unknown,no
29,admin.,50000,married,secondary,yes,no,-150,yes,no,unknown,6,may,328,1,-1,0,unknown,no
38,management,100000,married,unknown,no,no,1349,yes,no,unknown,6,may,100,1,-1,0,unknown,no
32,admin.,50000,married,tertiary,yes,no,281,yes,no,unknown,6,may,226,1,-1,0,unknown,no
45,services,70000,married,secondary,yes,no,1259,yes,no,unknown,6,may,507,1,-1,0,unknown,no
33,admin.,50000,single,secondary,yes,no,101,yes,no,unknown,6,may,392,1,-1,0,unknown,no
34,blue-collar,20000,married,secondary,yes,no,848,yes,no,unknown,6,may,684,2,-1,0,unknown,no
41,entrepreneur,120000,married,unknown,no,no,89,yes,no,unknown,6,may,333,2,-1,0,unknown,no
41,blue-collar,20000,married,secondary,yes,no,140,yes,no,unknown,6,may,311,3,-1,0,unknown,no
35,admin.,50000,single,secondary,yes,no,148,yes,no,unknown,6,may,128,2,-1,0,unknown,no
40,technician,60000,single,secondary,yes,no,200,yes,no,unknown,6,may,322,2,-1,0,unknown,no
60,self-employed,60000,married,primary,yes,no,46,yes,no,unknown,6,may,202,4,-1,0,unknown,no
47,services,70000,divorced,secondary,yes,no,201,yes,no,unknown,6,may,92,2,-1,0,unknown,no
46,blue-collar,20000,married,primary,yes,no,530,yes,no,unknown,6,may,739,3,-1,0,unknown,no
31,blue-collar,20000,single,secondary,yes,no,0,yes,no,unknown,6,may,273,2,-1,0,unknown,no
49,self-employed,60000,married,secondary,yes,no,1,yes,no,unknown,6,may,260,3,-1,0,unknown,no
29,blue-collar,20000,married,secondary,yes,no,43,yes,no,unknown,6,may,268,2,-1,0,unknown,no
31,management,100000,single,tertiary,no,no,-173,yes,no,unknown,6,may,396,2,-1,0,unknown,no
38,management,100000,married,tertiary,yes,no,389,yes,no,unknown,6,may,262,1,-1,0,unknown,no
37,blue-collar,20000,married,primary,yes,no,215,yes,yes,unknown,6,may,308,3,-1,0,unknown,no
35,technician,60000,married,secondary,yes,no,-131,yes,no,unknown,6,may,467,2,-1,0,unknown,no
31,management,100000,single,secondary,yes,no,783,yes,no,unknown,6,may,320,1,-1,0,unknown,no
41,admin.,50000,married,secondary,yes,no,0,yes,no,unknown,6,may,160,3,-1,0,unknown,no
46,services,70000,married,unknown,no,no,80,yes,no,unknown,6,may,245,2,-1,0,unknown,no
40,services,70000,divorced,secondary,yes,no,105,yes,no,unknown,6,may,189,2,-1,0,unknown,no
29,admin.,50000,married,secondary,yes,no,182,yes,yes,unknown,6,may,477,1,-1,0,unknown,no
49,admin.,50000,married,secondary,yes,no,82,yes,no,unknown,6,may,310,1,-1,0,unknown,no
42,management,100000,married,tertiary,yes,no,0,yes,no,unknown,6,may,65,3,-1,0,unknown,no
54,services,70000,married,secondary,yes,no,510,yes,no,unknown,6,may,196,2,-1,0,unknown,no
40,management,100000,single,tertiary,no,no,242,yes,no,unknown,6,may,221,2,-1,0,unknown,no
53,admin.,50000,married,secondary,yes,no,244,yes,yes,unknown,6,may,197,2,-1,0,unknown,no
49,management,100000,married,tertiary,yes,no,92,yes,no,unknown,6,may,221,2,-1,0,unknown,no
40,blue-collar,20000,married,primary,yes,yes,0,yes,no,unknown,6,may,64,2,-1,0,unknown,no
29,student,4000,single,secondary,yes,no,948,yes,no,unknown,6,may,75,2,-1,0,unknown,no
36,blue-collar,20000,married,primary,yes,no,23,yes,no,unknown,6,may,400,2,-1,0,unknown,no
37,technician,60000,married,secondary,yes,no,710,yes,no,unknown,6,may,378,3,-1,0,unknown,no
39,services,70000,married,secondary,yes,no,1205,yes,no,unknown,6,may,118,2,-1,0,unknown,no
36,technician,60000,married,secondary,yes,no,368,yes,yes,unknown,6,may,1597,2,-1,0,unknown,yes
44,entrepreneur,120000,married,tertiary,yes,no,1631,yes,no,unknown,6,may,346,2,-1,0,unknown,no
40,admin.,50000,married,secondary,yes,no,6,yes,no,unknown,6,may,60,3,-1,0,unknown,no
49,blue-collar,20000,married,secondary,yes,no,26,yes,no,unknown,6,may,276,2,-1,0,unknown,no
30,technician,60000,single,unknown,no,no,-48,yes,no,unknown,6,may,152,2,-1,0,unknown,no
57,management,100000,married,tertiary,yes,no,2142,yes,no,unknown,6,may,251,3,-1,0,unknown,no
24,services,70000,single,secondary,yes,no,77,yes,yes,unknown,6,may,390,2,-1,0,unknown,no
46,blue-collar,20000,married,unknown,no,no,401,yes,no,unknown,6,may,306,2,-1,0,unknown,no
33,admin.,50000,married,secondary,yes,no,21,no,no,unknown,6,may,189,3,-1,0,unknown,no
43,services,70000,divorced,secondary,yes,no,0,yes,no,unknown,6,may,125,2,-1,0,unknown,no
43,admin.,50000,single,secondary,yes,no,-497,yes,no,unknown,6,may,234,2,-1,0,unknown,no
40,blue-collar,20000,divorced,primary,yes,no,369,no,no,unknown,6,may,79,2,-1,0,unknown,no
44,technician,60000,single,unknown,no,no,78,yes,no,unknown,6,may,13,6,-1,0,unknown,no
35,technician,60000,single,tertiary,no,no,226,yes,yes,unknown,6,may,283,3,-1,0,unknown,no
47,technician,60000,married,secondary,yes,no,503,yes,no,unknown,6,may,109,2,-1,0,unknown,no
33,blue-collar,20000,married,secondary,yes,no,372,yes,no,unknown,6,may,132,2,-1,0,unknown,no
31,admin.,50000,married,secondary,yes,no,0,yes,yes,unknown,6,may,144,2,-1,0,unknown,no
40,blue-collar,20000,divorced,secondary,yes,no,0,yes,no,unknown,6,may,121,2,-1,0,unknown,no
36,entrepreneur,120000,married,tertiary,yes,no,125,yes,no,unknown,6,may,95,3,-1,0,unknown,no
56,retired,55000,divorced,primary,yes,no,4,yes,no,unknown,6,may,31,3,-1,0,unknown,no
40,admin.,50000,single,unknown,no,no,419,yes,no,unknown,6,may,112,3,-1,0,unknown,no
41,admin.,50000,divorced,secondary,yes,no,322,yes,no,unknown,6,may,87,4,-1,0,unknown,no
53,retired,55000,married,secondary,yes,no,303,yes,no,unknown,6,may,593,2,-1,0,unknown,no
39,blue-collar,20000,married,secondary,yes,no,607,yes,no,unknown,6,may,99,2,-1,0,unknown,no
44,blue-collar,20000,divorced,secondary,yes,no,579,yes,no,unknown,6,may,198,2,-1,0,unknown,no
38,admin.,50000,married,secondary,yes,no,3047,yes,no,unknown,6,may,285,2,-1,0,unknown,no
54,technician,60000,divorced,secondary,yes,no,83,yes,no,unknown,6,may,190,3,-1,0,unknown,no
58,management,100000,married,tertiary,yes,no,68,yes,no,unknown,6,may,172,5,-1,0,unknown,no
52,blue-collar,20000,married,primary,yes,no,58,yes,no,unknown,6,may,213,3,-1,0,unknown,no
28,admin.,50000,single,secondary,yes,no,251,yes,no,unknown,6,may,178,2,-1,0,unknown,no
36,blue-collar,20000,married,secondary,yes,no,688,yes,no,unknown,6,may,174,2,-1,0,unknown,no
60,retired,55000,married,primary,yes,no,364,yes,no,unknown,6,may,631,2,-1,0,unknown,no
42,services,70000,divorced,secondary,yes,no,55,yes,no,unknown,6,may,176,5,-1,0,unknown,no
42,admin.,50000,married,secondary,yes,no,101,yes,no,unknown,6,may,32,3,-1,0,unknown,no
44,management,100000,married,tertiary,yes,no,105,yes,no,unknown,6,may,1529,2,-1,0,unknown,no
51,blue-collar,20000,divorced,primary,yes,no,325,yes,no,unknown,6,may,254,2,-1,0,unknown,no
49,blue-collar,20000,married,primary,yes,no,198,yes,no,unknown,6,may,200,2,-1,0,unknown,no
47,entrepreneur,120000,married,unknown,no,no,209,yes,no,unknown,6,may,135,2,-1,0,unknown,no
37,blue-collar,20000,married,secondary,yes,no,183,yes,no,unknown,6,may,112,4,-1,0,unknown,no
34,management,100000,married,tertiary,yes,no,105,yes,no,unknown,6,may,314,3,-1,0,unknown,no
35,services,70000,married,secondary,yes,no,109,yes,no,unknown,6,may,597,3,-1,0,unknown,no
35,blue-collar,20000,single,secondary,yes,no,376,yes,yes,unknown,6,may,207,3,-1,0,unknown,no
40,blue-collar,20000,married,primary,yes,no,-7,yes,no,unknown,6,may,410,2,-1,0,unknown,no
55,technician,60000,married,secondary,yes,no,0,no,no,unknown,6,may,160,3,-1,0,unknown,no
55,retired,55000,married,secondary,yes,no,143,yes,no,unknown,6,may,42,3,-1,0,unknown,no
35,management,100000,single,tertiary,no,no,550,yes,no,unknown,6,may,55,2,-1,0,unknown,no
57,blue-collar,20000,married,primary,yes,no,162,yes,no,unknown,6,may,155,2,-1,0,unknown,no
53,management,100000,married,tertiary,yes,no,115,yes,no,unknown,6,may,336,3,-1,0,unknown,no
41,blue-collar,20000,married,primary,yes,no,512,yes,no,unknown,6,may,233,2,-1,0,unknown,no
57,blue-collar,20000,married,unknown,no,no,807,yes,no,unknown,6,may,211,2,-1,0,unknown,no
45,blue-collar,20000,married,unknown,no,no,248,yes,no,unknown,6,may,88,5,-1,0,unknown,no
43,blue-collar,20000,married,primary,yes,no,1211,yes,no,unknown,6,may,208,3,-1,0,unknown,no
56,self-employed,60000,married,unknown,no,no,7,no,no,unknown,6,may,305,2,-1,0,unknown,no
31,entrepreneur,120000,married,tertiary,yes,no,281,yes,no,unknown,6,may,206,2,-1,0,unknown,no
37,blue-collar,20000,single,secondary,yes,no,88,yes,no,unknown,6,may,128,2,-1,0,unknown,no
30,management,100000,married,tertiary,yes,no,32,yes,no,unknown,6,may,122,3,-1,0,unknown,no
30,admin.,50000,single,secondary,yes,no,115,yes,no,unknown,6,may,66,3,-1,0,unknown,no
54,blue-collar,20000,married,secondary,yes,no,254,yes,no,unknown,6,may,66,2,-1,0,unknown,no
36,management,100000,married,tertiary,yes,no,144,yes,no,unknown,6,may,164,2,-1,0,unknown,no
55,unemployed,8000,married,tertiary,yes,no,383,no,no,unknown,6,may,343,3,-1,0,unknown,no
37,admin.,50000,single,secondary,yes,no,569,yes,yes,unknown,6,may,126,2,-1,0,unknown,no
38,housemaid,16000,married,secondary,yes,no,0,yes,no,unknown,6,may,59,3,-1,0,unknown,no
48,admin.,50000,married,secondary,yes,no,3754,yes,no,unknown,6,may,249,3,-1,0,unknown,no
55,housemaid,16000,divorced,tertiary,no,no,6920,yes,no,unknown,6,may,406,3,-1,0,unknown,no
59,services,70000,married,secondary,yes,no,307,yes,yes,unknown,6,may,250,7,-1,0,unknown,no
37,technician,60000,married,secondary,yes,no,-421,yes,no,unknown,6,may,183,5,-1,0,unknown,no
33,blue-collar,20000,divorced,secondary,yes,no,60,no,no,unknown,6,may,190,3,-1,0,unknown,no
44,blue-collar,20000,married,primary,yes,no,67,yes,no,unknown,6,may,220,2,-1,0,unknown,no
57,technician,60000,married,secondary,yes,no,402,yes,no,unknown,6,may,153,3,-1,0,unknown,no
30,self-employed,60000,single,tertiary,no,no,800,no,no,unknown,6,may,95,2,-1,0,unknown,no
42,technician,60000,married,tertiary,yes,no,239,yes,yes,unknown,6,may,191,3,-1,0,unknown,no
51,blue-collar,20000,divorced,secondary,yes,no,421,yes,no,unknown,6,may,216,2,-1,0,unknown,no
44,admin.,50000,divorced,secondary,yes,no,161,yes,no,unknown,7,may,89,2,-1,0,unknown,no
46,technician,60000,married,secondary,yes,yes,289,no,no,unknown,7,may,51,3,-1,0,unknown,no
29,student,4000,single,secondary,yes,no,110,yes,no,unknown,7,may,169,3,-1,0,unknown,no
39,blue-collar,20000,married,primary,yes,no,245,yes,no,unknown,7,may,148,3,-1,0,unknown,no
42,services,70000,married,secondary,yes,no,0,yes,no,unknown,7,may,132,3,-1,0,unknown,no
50,blue-collar,20000,married,primary,yes,no,156,yes,no,unknown,7,may,117,3,-1,0,unknown,no
42,technician,60000,single,secondary,yes,no,0,yes,no,unknown,7,may,275,4,-1,0,unknown,no
39,admin.,50000,married,secondary,yes,no,20,yes,no,unknown,7,may,124,2,-1,0,unknown,no
55,technician,60000,single,tertiary,no,no,92,yes,no,unknown,7,may,118,3,-1,0,unknown,no
46,services,70000,married,secondary,yes,no,89,yes,no,unknown,7,may,479,2,-1,0,unknown,no
42,blue-collar,20000,married,secondary,yes,no,166,yes,no,unknown,7,may,285,3,-1,0,unknown,no
45,management,100000,married,tertiary,yes,no,103,yes,no,unknown,7,may,35,4,-1,0,unknown,no
43,blue-collar,20000,married,primary,yes,no,-454,yes,no,unknown,7,may,322,2,-1,0,unknown,no
42,admin.,50000,married,secondary,yes,no,445,yes,no,unknown,7,may,202,2,-1,0,unknown,no
30,admin.,50000,married,secondary,yes,no,4,no,no,unknown,7,may,172,8,-1,0,unknown,no
47,blue-collar,20000,married,secondary,yes,no,1001,yes,no,unknown,7,may,201,4,-1,0,unknown,no
51,services,70000,divorced,secondary,yes,no,-69,yes,no,unknown,7,may,216,3,-1,0,unknown,no
38,technician,60000,single,secondary,yes,no,42,yes,no,unknown,7,may,195,2,-1,0,unknown,no
57,technician,60000,married,unknown,no,no,1617,yes,no,unknown,7,may,96,2,-1,0,unknown,no
42,management,100000,divorced,tertiary,no,no,221,yes,no,unknown,7,may,720,2,-1,0,unknown,no
32,technician,60000,divorced,secondary,yes,no,210,yes,yes,unknown,7,may,188,2,-1,0,unknown,no
46,management,100000,married,tertiary,yes,no,0,no,no,unknown,7,may,70,2,-1,0,unknown,no
29,student,4000,single,tertiary,no,no,185,yes,no,unknown,7,may,141,3,-1,0,unknown,no
59,retired,55000,married,secondary,yes,no,836,yes,no,unknown,7,may,106,1,-1,0,unknown,no
32,blue-collar,20000,single,secondary,yes,no,301,yes,no,unknown,7,may,395,2,-1,0,unknown,no
44,blue-collar,20000,married,primary,yes,no,503,yes,no,unknown,7,may,629,2,-1,0,unknown,no
40,retired,55000,married,primary,yes,no,407,yes,no,unknown,7,may,502,1,-1,0,unknown,no
31,blue-collar,20000,single,secondary,yes,no,53,yes,no,unknown,7,may,446,1,-1,0,unknown,no
46,self-employed,60000,married,tertiary,yes,no,2303,yes,no,unknown,7,may,241,1,-1,0,unknown,no
43,management,100000,married,tertiary,yes,no,144,yes,no,unknown,7,may,131,3,-1,0,unknown,no
34,services,70000,married,secondary,yes,no,205,yes,no,unknown,7,may,312,1,-1,0,unknown,no
39,management,100000,married,tertiary,yes,no,305,yes,no,unknown,7,may,275,6,-1,0,unknown,no
30,blue-collar,20000,divorced,secondary,yes,no,251,yes,yes,unknown,7,may,120,2,-1,0,unknown,no
56,retired,55000,married,secondary,yes,no,0,yes,no,unknown,7,may,333,4,-1,0,unknown,no
29,technician,60000,married,secondary,yes,no,8,no,no,unknown,7,may,113,1,-1,0,unknown,no
40,blue-collar,20000,divorced,secondary,yes,no,139,yes,no,unknown,7,may,91,1,-1,0,unknown,no
36,services,70000,married,secondary,yes,no,184,yes,no,unknown,7,may,128,3,-1,0,unknown,no
37,blue-collar,20000,single,secondary,yes,no,238,yes,no,unknown,7,may,200,2,-1,0,unknown,no
35,admin.,50000,married,secondary,yes,no,0,no,no,unknown,7,may,326,1,-1,0,unknown,no
35,blue-collar,20000,married,primary,yes,yes,0,yes,no,unknown,7,may,292,1,-1,0,unknown,no
47,services,70000,married,primary,yes,no,222,yes,no,unknown,7,may,68,1,-1,0,unknown,no
31,services,70000,married,secondary,yes,no,414,yes,no,unknown,7,may,215,1,-1,0,unknown,no
56,retired,55000,single,primary,yes,no,223,yes,no,unknown,7,may,97,1,-1,0,unknown,no
57,technician,60000,married,secondary,yes,no,197,no,no,unknown,7,may,32,1,-1,0,unknown,no
36,blue-collar,20000,married,secondary,yes,no,-251,yes,no,unknown,7,may,162,1,-1,0,unknown,no
45,self-employed,60000,divorced,secondary,yes,no,-139,yes,no,unknown,7,may,152,3,-1,0,unknown,no
47,blue-collar,20000,married,unknown,no,no,733,yes,no,unknown,7,may,268,1,-1,0,unknown,no
29,technician,60000,single,tertiary,no,no,0,yes,no,unknown,7,may,104,2,-1,0,unknown,no
57,services,70000,married,secondary,yes,no,1,no,no,unknown,7,may,852,1,-1,0,unknown,no
45,blue-collar,20000,married,primary,yes,no,97,yes,no,unknown,7,may,923,3,-1,0,unknown,no
31,blue-collar,20000,single,primary,yes,no,435,yes,no,unknown,7,may,159,2,-1,0,unknown,no
31,management,100000,divorced,tertiary,no,no,0,yes,no,unknown,7,may,953,3,-1,0,unknown,no
37,technician,60000,single,tertiary,no,no,147,no,no,unknown,7,may,416,2,-1,0,unknown,no
