Unnamed: 0,Book_length(mins)_overall,Book_length(mins)_avg,Price_overall,Price_avg,Review,Review10/10,Completion,Minutes_listened,Support_Request,Last_Visited_mins_Purchase_date,label
18263,1188.0,1188,8.0,8.0,0,8.91,0.0,0.0,0,0,0
18481,1620.0,1620,6.92,6.92,0,8.91,0.0,0.0,0,0,0
18877,324.0,324,7.72,7.72,0,8.91,0.0,0.0,0,0,0
18971,2160.0,2160,5.33,5.33,1,10.0,0.05,108.0,0,27,0
19088,1188.0,1188,5.33,5.33,0,8.91,0.11,130.68,0,234,0
19136,1188.0,1188,5.33,5.33,0,8.91,0.13,154.44,0,196,0
19361,1080.0,1080,6.09,6.09,0,8.91,0.0,0.0,0,0,0
19541,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,0,0
19607,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,0,0
19768,1188.0,1188,5.33,5.33,0,8.91,0.63,748.44,0,2,0
19931,1188.0,1188,5.33,5.33,0,8.91,0.06,71.28,0,227,0
20051,1620.0,1620,8.0,8.0,0,8.91,0.0,0.0,0,10,0
20162,1188.0,1188,5.33,5.33,1,10.0,0.06,71.28,0,58,0
20196,1188.0,1188,6.09,6.09,1,10.0,0.07,83.16,0,5,0
20249,1620.0,1620,7.77,7.77,0,8.91,0.0,0.0,0,0,1
20346,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,0,0
20378,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,0,1
21160,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,0,0
21275,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0,0,0
21711,1188.0,1188,9.5,9.5,0,8.91,0.0,0.0,0,0,0
21728,2160.0,2160,10.13,10.13,1,10.0,0.81,1749.6,0,226,0
22132,1188.0,1188,5.99,5.99,1,10.0,0.95,1128.6,0,206,0
22401,1188.0,1188,8.0,8.0,0,8.91,0.0,0.0,0,0,0
22755,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,0,0
22871,1188.0,1188,5.99,5.99,0,8.91,0.62,736.56,0,125,0
22939,1188.0,1188,5.33,5.33,0,8.91,0.02,23.76,0,42,0
23303,2160.0,2160,5.33,5.33,1,10.0,1.0,2160.0,0,267,0
23314,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,59,0
23732,648.0,648,5.33,5.33,0,8.91,1.0,648.0,0,182,0
24058,1188.0,1188,4.09,4.09,0,8.91,0.0,0.0,0,163,1
24534,1188.0,1188,6.09,6.09,0,8.91,0.0,0.0,0,0,0
24691,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,0,0
24693,1188.0,1188,5.99,5.99,0,8.91,0.24,285.12,0,284,0
24815,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0,3,0
25160,1188.0,1188,10.13,10.13,1,7.0,0.01,11.88,0,0,0
25161,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,0,0
25332,1188.0,1188,10.13,10.13,0,8.91,0.0,0.0,0,22,0
25478,324.0,324,5.33,5.33,0,8.91,0.0,0.0,0,37,1
25487,2160.0,2160,5.33,5.33,1,10.0,0.25,540.0,0,240,0
25630,1620.0,1620,4.09,4.09,0,8.91,0.29,469.8,0,18,0
26162,1080.0,1080,5.99,5.99,1,10.0,0.91,982.8,0,157,0
26180,2160.0,2160,5.87,5.87,0,8.91,0.0,0.0,0,1,0
26337,1620.0,1620,5.33,5.33,0,8.91,0.0,0.0,0,176,0
26352,1620.0,1620,5.33,5.33,0,8.91,0.0,0.0,0,67,0
26442,1188.0,1188,5.99,5.99,0,8.91,0.0,0.0,0,27,1
26720,756.0,756,5.33,5.33,0,8.91,0.0,0.0,0,85,1
26753,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,0,0
26997,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,129,0
27003,1188.0,1188,8.0,8.0,0,8.91,0.0,0.0,0,6,1
27373,1620.0,1620,6.92,6.92,0,8.91,0.0,0.0,0,0,0
27382,1620.0,1620,8.0,8.0,0,8.91,0.0,0.0,0,0,0
27437,1188.0,1188,5.33,5.33,1,6.0,0.74,879.12,1,44,0
27454,1188.0,1188,5.33,5.33,1,10.0,0.41,487.08,0,252,0
27754,2160.0,2160,5.33,5.33,0,8.91,0.04,86.4,0,1,0
28007,2160.0,2160,5.33,5.33,0,8.91,0.07,151.2,0,49,0
28466,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,0,1
28479,1188.0,1188,5.33,5.33,0,8.91,0.29,344.52,0,170,0
28501,1620.0,1620,10.13,10.13,0,10.0,0.0,0.0,1,245,1
28724,1620.0,1620,8.0,8.0,0,8.91,0.98,1587.6,0,287,0
29032,1080.0,1080,5.33,5.33,0,8.91,0.0,0.0,0,178,0
29151,648.0,648,7.99,7.99,0,8.91,0.51,330.48,0,12,0
29250,1188.0,1188,6.09,6.09,1,10.0,0.0,0.0,0,59,1
29487,2160.0,2160,8.0,8.0,0,8.91,0.03,64.8,0,110,0
29734,1476.0,4428,8.53,25.6,0,8.91,0.0,0.0,0,0,1
29742,2160.0,2160,7.99,7.99,0,8.91,0.0,0.0,0,0,0
29990,1080.0,1080,8.0,8.0,0,8.91,0.0,0.0,0,0,0
30086,1188.0,1188,33.91,33.91,1,6.0,1.0,1188.0,0,0,0
30922,1134.0,4536,10.13,40.53,0,8.91,0.0,0.0,0,28,1
30952,1188.0,1188,7.77,7.77,0,8.91,0.12,142.56,0,11,0
30971,1188.0,1188,6.13,6.13,1,10.0,0.8,950.4,1,158,0
31406,2160.0,2160,5.99,5.99,0,8.91,0.0,0.0,0,302,0
31440,648.0,648,5.33,5.33,0,8.91,0.0,0.0,0,0,0
31702,2160.0,2160,5.99,5.99,0,8.91,0.0,0.0,0,0,0
31909,1620.0,1620,5.33,5.33,0,8.91,0.0,0.0,0,0,0
32523,2160.0,2160,8.0,8.0,0,8.91,0.0,0.0,0,0,0
32652,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,122,0
33040,1620.0,1620,5.33,5.33,1,10.0,0.28,453.6,0,101,0
33180,1620.0,1620,4.62,4.62,0,8.91,0.0,0.0,0,0,0
33337,1188.0,1188,5.33,5.33,0,8.91,0.16,190.08,0,265,0
461,1188.0,1188,10.13,10.13,0,8.91,0.0,0.0,0,169,0
961,756.0,1512,7.73,15.47,0,8.91,0.0,0.0,0,0,1
1410,1620.0,1620,5.33,5.33,0,8.91,0.0,0.0,0,0,0
2913,2160.0,2160,7.99,7.99,0,8.91,0.0,0.0,0,207,0
4680,1188.0,1188,10.13,10.13,0,8.91,0.0,0.0,0,0,0
4900,1188.0,1188,10.13,10.13,0,8.91,0.0,0.0,0,2,0
4970,1188.0,1188,7.85,7.85,1,10.0,0.3,356.4,0,6,0
5358,1620.0,1620,10.13,10.13,0,8.91,0.0,0.0,0,30,1
5673,2160.0,2160,7.99,7.99,1,9.0,0.24,518.4,0,39,0
5757,216.0,216,10.13,10.13,0,8.91,0.0,0.0,0,0,0
7346,1242.0,2484,10.13,20.27,0,9.0,0.0,0.0,0,181,1
8760,2160.0,2160,7.99,7.99,0,8.91,0.0,0.0,0,0,0
9147,1404.0,2808,15.47,30.93,0,10.0,0.0,0.0,0,0,1
10696,2160.0,2160,7.99,7.99,0,8.91,0.02,43.2,0,8,0
11467,1620.0,1620,10.75,10.75,0,8.91,0.0,0.0,0,0,0
11777,1620.0,1620,5.33,5.33,0,8.91,0.2,324.0,0,25,0
12621,1620.0,1620,15.53,15.53,1,10.0,0.59,955.8,0,291,0
14800,1188.0,1188,10.13,10.13,0,8.91,0.0,0.0,0,80,1
14886,1080.0,1080,6.92,6.92,1,10.0,0.7,756.0,0,136,0
17424,1188.0,1188,6.92,6.92,0,8.91,0.06,71.28,0,259,0
19952,1620.0,1620,11.39,11.39,1,10.0,0.0,0.0,1,62,1
20838,1188.0,1188,5.33,5.33,1,10.0,0.93,1104.84,0,280,0
21295,1620.0,1620,10.13,10.13,0,8.91,0.0,0.0,0,0,0
22581,1188.0,1188,10.13,10.13,0,8.91,0.0,0.0,0,0,0
22797,1188.0,1188,5.33,5.33,1,10.0,0.0,0.0,0,153,1
23095,1890.0,3780,6.66,13.33,0,8.91,0.0,0.0,0,327,1
23874,1620.0,1620,10.13,10.13,0,8.91,0.0,0.0,0,136,1
26262,1620.0,1620,10.13,10.13,1,9.0,0.23,372.6,0,46,0
26739,1188.0,1188,5.33,5.33,0,8.91,0.24,285.12,0,296,0
27041,324.0,324,19.73,19.73,0,8.91,0.83,268.92,0,219,0
28986,1188.0,1188,10.13,10.13,0,8.91,1.0,1188.0,0,21,0
29289,1188.0,1188,11.39,11.39,0,8.91,0.06,71.28,0,205,0
30982,1188.0,1188,10.13,10.13,1,10.0,0.0,0.0,0,9,1
31692,648.0,648,12.27,12.27,0,8.91,0.16,103.68,0,51,0
31796,1188.0,1188,10.13,10.13,0,8.91,0.01,11.88,0,1,0
32015,1188.0,1188,10.13,10.13,0,8.91,0.03,35.64,0,81,0
32707,1188.0,1188,10.13,10.13,0,8.91,0.0,0.0,0,0,0
33530,1620.0,1620,5.1,5.1,0,8.91,0.33,534.6,0,144,0
1390,1188.0,1188,9.56,9.56,1,10.0,0.0,0.0,0,309,1
1846,2160.0,2160,9.56,9.56,0,8.91,0.02,43.2,0,251,0
3993,648.0,648,10.13,10.13,0,8.91,0.0,0.0,0,108,0
6662,2160.0,2160,10.13,10.13,0,8.91,0.18,388.8,0,25,0
6842,2160.0,2160,7.99,7.99,0,8.91,0.0,0.0,0,0,0
8646,2160.0,2160,10.13,10.13,1,10.0,0.35,756.0,0,277,0
9786,2160.0,2160,10.13,10.13,0,8.91,0.09,194.4,0,97,0
13404,504.0,1512,12.7,38.09,0,9.0,0.0,0.0,0,0,1
15881,1188.0,1188,10.13,10.13,0,8.91,0.07,83.16,0,11,0
17459,648.0,648,10.13,10.13,1,10.0,0.6,388.8,0,28,0
18734,1188.0,1188,25.6,25.6,0,8.91,0.0,0.0,0,115,0
19016,2160.0,2160,10.13,10.13,1,10.0,0.44,950.4,0,9,0
19745,1188.0,1188,10.13,10.13,1,8.0,0.27,320.76,1,17,0
20740,1188.0,1188,10.13,10.13,0,8.91,0.0,0.0,0,0,1
20887,1620.0,1620,19.73,19.73,0,8.91,0.0,0.0,0,196,0
21818,1620.0,1620,10.13,10.13,0,8.91,0.04,64.8,0,3,0
22836,1188.0,1188,9.56,9.56,1,10.0,1.0,1188.0,0,6,0
26227,1620.0,1620,79.99,79.99,0,8.91,0.15,243.0,0,296,0
29930,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,0,0
32885,2160.0,2160,7.99,7.99,0,8.91,0.06,129.6,0,246,0
3091,2160.0,2160,10.13,10.13,0,8.91,0.0,0.0,0,0,0
3820,2160.0,2160,10.13,10.13,1,5.0,0.09,194.4,0,6,0
4979,2160.0,2160,10.13,10.13,0,8.91,0.0,0.0,0,61,1
5125,1188.0,1188,10.13,10.13,1,7.0,0.2,237.6,0,110,0
7198,2160.0,2160,7.99,7.99,0,8.91,0.0,0.0,0,1,0
9274,1890.0,3780,5.33,10.67,0,8.91,0.0,0.0,0,145,1
13019,2160.0,2160,12.41,12.41,0,8.91,0.24,518.4,0,46,0
13091,540.0,540,6.13,6.13,0,8.91,0.0,0.0,0,24,1
14139,1620.0,1620,9.8,9.8,0,8.91,0.27,437.4,0,313,0
16152,2160.0,2160,12.41,12.41,0,8.91,0.21,453.6,0,200,0
21002,1188.0,1188,7.8,7.8,1,9.0,0.06,71.28,0,91,0
21451,1620.0,1620,5.33,5.33,1,6.0,0.28,453.6,0,1,0
22473,1188.0,1188,10.13,10.13,0,8.91,0.39,463.32,0,19,0
22552,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0,0,0
22950,1620.0,1620,10.13,10.13,1,10.0,0.09,145.8,0,242,0
23465,1620.0,1620,10.13,10.13,0,8.91,0.09,145.8,0,11,0
24368,1188.0,1188,10.13,10.13,1,8.0,0.23,273.24,0,200,0
25187,1674.0,3348,5.76,11.52,0,8.91,0.0,0.0,0,238,1
25488,1620.0,1620,10.13,10.13,1,6.0,0.17,275.4,0,5,0
26682,1620.0,1620,10.13,10.13,0,8.91,0.06,97.2,0,319,0
26725,1080.0,1080,5.33,5.33,0,8.91,0.0,0.0,0,0,0
28354,1188.0,1188,12.41,12.41,0,8.91,0.09,106.92,0,0,0
28787,1620.0,1620,5.33,5.33,0,8.91,0.0,0.0,0,0,0
28895,540.0,540,12.27,12.27,1,8.0,0.46,248.4,0,25,0
30528,1080.0,1080,10.13,10.13,0,8.91,0.0,0.0,0,0,0
31742,1620.0,1620,5.33,5.33,0,8.91,0.02,32.4,0,118,0
32320,1188.0,1188,10.75,10.75,0,8.91,0.0,0.0,0,50,0
33085,1620.0,1620,10.13,10.13,0,8.91,0.0,0.0,0,318,0
623,1188.0,1188,5.97,5.97,0,8.91,0.0,0.0,0,0,0
670,2160.0,2160,7.99,7.99,0,8.91,0.0,0.0,0,0,0
877,648.0,648,10.13,10.13,1,10.0,1.0,648.0,0,6,0
1795,1080.0,1080,80.0,80.0,1,10.0,0.5,540.0,0,1,0
3827,1620.0,1620,10.13,10.13,0,8.91,0.0,0.0,0,238,1
6047,324.0,324,10.13,10.13,1,10.0,0.0,0.0,0,0,1
7162,1620.0,1620,10.13,10.13,0,8.91,0.0,0.0,0,0,1
9886,1620.0,1620,9.8,9.8,1,7.0,0.2,324.0,0,18,0
12536,1368.0,4104,8.53,25.6,1,7.0,0.0,0.0,2,317,1
14108,2160.0,2160,10.13,10.13,0,8.91,0.36,777.6,0,124,0
16203,324.0,324,10.13,10.13,0,8.91,0.97,314.28,0,26,0
17931,2160.0,2160,8.0,8.0,1,10.0,0.0,0.0,0,257,1
18978,1080.0,1080,5.33,5.33,0,8.91,0.0,0.0,0,77,0
20715,2160.0,2160,10.13,10.13,0,8.91,0.33,712.8,0,3,0
22305,1116.0,3348,5.33,16.0,0,8.91,0.0,0.0,3,259,1
25107,2160.0,2160,9.8,9.8,1,4.5,0.0,0.0,0,258,1
27098,1188.0,1188,6.13,6.13,0,8.91,0.0,0.0,0,28,0
27602,1188.0,1188,5.97,5.97,0,8.91,0.01,11.88,0,0,0
28865,1620.0,1620,10.13,10.13,0,8.91,0.22,356.4,0,1,0
29226,2160.0,2160,8.0,8.0,0,8.91,0.0,0.0,0,0,0
30232,1620.0,1620,10.13,10.13,1,10.0,0.61,988.2,0,6,0
30731,1620.0,1620,10.13,10.13,0,8.91,0.17,275.4,0,3,0
32195,1620.0,1620,10.13,10.13,0,8.91,0.05,81.0,0,146,0
33183,1188.0,1188,9.64,9.64,1,8.0,1.0,1188.0,0,6,0
572,1620.0,1620,11.21,11.21,0,8.91,0.02,32.4,0,0,0
2961,2160.0,2160,6.86,6.86,1,10.0,0.96,2073.6,0,321,0
4216,2160.0,2160,7.99,7.99,0,8.91,0.37,799.2,0,125,0
4854,1188.0,1188,10.13,10.13,1,10.0,0.0,0.0,1,168,1
5435,540.0,540,10.13,10.13,0,8.91,0.04,21.6,0,0,0
11500,1620.0,1620,10.75,10.75,0,8.91,0.32,518.4,0,321,0
12020,1620.0,1620,12.41,12.41,0,8.91,0.15,243.0,0,24,0
12157,648.0,648,10.13,10.13,1,10.0,0.0,0.0,0,18,1
12286,2160.0,2160,7.99,7.99,0,8.91,0.0,0.0,0,147,0
15009,2160.0,2160,10.13,10.13,1,7.0,0.14,302.4,0,14,0
15344,2160.0,2160,7.99,7.99,0,8.91,0.0,0.0,0,0,0
16049,1620.0,1620,10.13,10.13,1,10.0,0.89,1441.8,0,307,0
16306,2160.0,2160,7.99,7.99,0,8.91,0.16,345.6,0,11,0
19013,1620.0,1620,10.13,10.13,0,8.91,0.02,32.4,0,210,0
21141,2160.0,2160,7.99,7.99,0,8.91,0.0,0.0,0,10,0
22976,2160.0,2160,5.33,5.33,1,8.0,0.51,1101.6,4,217,0
23808,540.0,540,7.57,7.57,0,8.91,0.31,167.4,0,2,0
24125,2160.0,2160,7.99,7.99,0,8.91,0.0,0.0,0,0,0
25126,648.0,648,10.13,10.13,0,8.91,0.0,0.0,0,2,1
29969,2160.0,2160,7.99,7.99,0,8.91,0.01,21.6,0,56,0
32413,2160.0,2160,10.13,10.13,0,8.91,0.1,216.0,0,48,0
32744,1188.0,1188,10.13,10.13,0,8.91,0.31,368.28,0,220,0
1059,2160.0,2160,7.99,7.99,0,8.91,0.0,0.0,0,125,1
1673,648.0,648,10.13,10.13,0,8.91,0.28,181.44,0,68,0
1779,1620.0,1620,9.8,9.8,0,8.91,0.07,113.4,0,143,0
2658,1188.0,1188,6.53,6.53,0,8.91,0.36,427.68,0,157,0
2879,2160.0,2160,8.0,8.0,0,8.91,0.0,0.0,0,0,0
5782,1674.0,3348,6.66,13.33,0,8.91,0.0,0.0,0,133,1
9766,1080.0,1080,10.13,10.13,0,8.91,0.16,172.8,0,0,0
11016,2160.0,2160,10.13,10.13,0,8.91,0.0,0.0,0,297,0
13355,2160.0,2160,6.13,6.13,0,8.91,0.0,0.0,0,0,0
13526,1620.0,1620,10.13,10.13,0,8.91,0.02,32.4,0,8,0
13675,1080.0,1080,8.0,8.0,0,8.91,0.62,669.6,1,21,0
14094,1188.0,1188,12.41,12.41,0,8.91,0.0,0.0,0,0,0
14672,2160.0,2160,10.13,10.13,1,9.0,0.16,345.6,0,0,0
16367,2160.0,2160,7.99,7.99,0,8.91,0.0,0.0,0,0,0
17124,2160.0,2160,8.0,8.0,0,8.91,0.0,0.0,0,0,1
18235,2160.0,2160,7.99,7.99,0,8.91,0.0,0.0,0,41,0
23118,2160.0,2160,7.99,7.99,0,8.91,0.0,0.0,0,0,1
24585,1620.0,1620,10.13,10.13,0,8.91,0.0,0.0,0,310,1
25188,2160.0,2160,10.13,10.13,0,8.91,0.14,302.4,0,10,0
27693,2160.0,2160,7.99,7.99,0,8.91,0.0,0.0,0,290,0
28640,2160.0,2160,10.13,10.13,0,8.91,0.0,0.0,0,0,1
29419,2160.0,2160,8.0,8.0,0,8.91,0.03,64.8,0,0,0
29857,2160.0,2160,10.13,10.13,1,10.0,0.34,734.4,0,208,0
30069,1620.0,1620,8.0,8.0,0,8.91,0.02,32.4,0,35,0
31640,2160.0,2160,5.33,5.33,0,8.91,0.08,172.8,0,5,0
32178,1620.0,1620,8.0,8.0,0,8.91,0.0,0.0,0,0,0
32309,324.0,324,10.13,10.13,0,8.91,0.0,0.0,0,0,0
2636,1620.0,1620,5.33,5.33,0,8.91,0.02,32.4,0,3,0
4217,2160.0,2160,8.0,8.0,0,8.91,0.0,0.0,0,113,0
5107,1620.0,1620,8.85,8.85,0,8.91,0.02,32.4,0,62,0
5120,1188.0,1188,11.21,11.21,1,9.0,1.0,1188.0,0,266,0
5417,1620.0,1620,9.8,9.8,0,8.91,0.08,129.6,0,106,0
6072,1080.0,1080,8.0,8.0,0,8.91,0.0,0.0,0,0,0
6249,1188.0,1188,26.13,26.13,1,10.0,1.0,1188.0,1,255,0
6869,2160.0,2160,12.41,12.41,0,8.91,0.03,64.8,0,228,0
7457,1620.0,1620,10.13,10.13,0,8.91,0.04,64.8,0,0,0
7579,1188.0,1188,5.33,5.33,1,7.0,0.5,594.0,0,183,0
8971,1620.0,1620,10.13,10.13,0,8.91,0.49,793.8,0,304,0
9136,648.0,648,8.0,8.0,0,8.91,0.12,77.76,0,0,0
10022,1188.0,1188,10.13,10.13,0,8.91,0.5,594.0,0,297,0
13644,324.0,324,10.13,10.13,0,8.91,0.0,0.0,0,0,1
13932,2160.0,2160,7.99,7.99,0,8.91,0.0,0.0,0,0,1
15044,1674.0,3348,8.0,16.0,0,8.91,0.0,0.0,0,1,1
15518,1188.0,1188,10.13,10.13,0,8.91,0.0,0.0,0,0,0
17501,2160.0,2160,7.99,7.99,0,8.91,0.0,0.0,0,0,0
18476,1620.0,1620,5.97,5.97,0,8.91,0.0,0.0,0,0,1
20205,2160.0,2160,9.56,9.56,0,8.91,0.0,0.0,0,0,0
22312,1080.0,1080,8.0,8.0,0,8.91,0.24,259.2,0,285,0
23311,1620.0,1620,10.13,10.13,1,8.0,0.78,1263.6,1,190,0
23816,648.0,648,8.0,8.0,0,8.91,0.48,311.04,0,68,0
24065,1188.0,1188,23.62,23.62,1,10.0,0.42,498.96,0,115,0
27478,1188.0,1188,10.13,10.13,0,8.91,0.0,0.0,0,0,0
28695,1188.0,1188,7.76,7.76,0,8.91,0.0,0.0,0,134,1
30025,2160.0,2160,7.99,7.99,0,8.91,0.0,0.0,0,283,1
30441,1620.0,1620,8.0,8.0,0,8.91,0.21,340.2,0,183,0
31531,2160.0,2160,10.13,10.13,0,8.91,0.0,0.0,0,165,1
60,1080.0,1080,10.61,10.61,0,8.91,0.22,237.6,0,285,0
3066,2160.0,2160,8.0,8.0,0,8.91,0.0,0.0,0,100,0
3562,1620.0,1620,9.8,9.8,0,8.91,0.75,1215.0,1,86,0
4415,2160.0,2160,7.99,7.99,0,8.91,0.03,64.8,0,208,0
5194,1188.0,1188,23.62,23.62,1,9.0,1.0,1188.0,1,89,0
6984,1620.0,1620,10.13,10.13,1,8.0,0.35,567.0,0,111,0
8014,2160.0,2160,7.99,7.99,0,8.91,0.0,0.0,0,6,0
9229,324.0,324,5.33,5.33,0,8.91,0.0,0.0,0,0,0
10046,2160.0,2160,7.93,7.93,0,8.91,0.03,64.8,0,152,0
11781,2160.0,2160,5.9,5.9,0,8.91,0.4,864.0,0,226,0
16323,2160.0,2160,7.99,7.99,0,8.91,0.0,0.0,0,10,1
22634,648.0,648,10.13,10.13,0,8.91,0.0,0.0,0,0,0
23083,2160.0,2160,7.99,7.99,0,8.91,0.0,0.0,0,0,0
24382,2160.0,2160,7.99,7.99,0,8.91,0.0,0.0,0,0,0
27855,2160.0,2160,10.13,10.13,0,8.91,0.04,86.4,0,125,0
30172,1188.0,1188,6.53,6.53,0,8.91,0.6,712.8,0,304,0
32106,1188.0,1188,7.93,7.93,0,8.91,0.06,71.28,0,72,0
32545,1620.0,1620,10.13,10.13,0,8.91,0.53,858.6,0,31,0
33674,1620.0,1620,10.13,10.13,1,10.0,0.59,955.8,0,101,0
803,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,86,0
4245,2160.0,2160,7.99,7.99,0,8.91,0.0,0.0,0,64,1
4779,2160.0,2160,7.99,7.99,0,8.91,0.03,64.8,0,0,0
4938,1188.0,1188,10.13,10.13,0,8.91,0.06,71.28,0,302,0
5130,2160.0,2160,7.99,7.99,0,8.91,0.0,0.0,0,0,0
6083,1188.0,1188,5.9,5.9,0,8.91,0.0,0.0,0,0,0
7808,2160.0,2160,6.13,6.13,0,8.91,0.0,0.0,0,0,0
7881,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,0,0
7990,1188.0,1188,11.21,11.21,0,8.91,0.0,0.0,0,7,0
10701,648.0,648,10.13,10.13,0,8.91,1.0,648.0,0,89,0
10931,2160.0,2160,7.99,7.99,0,8.91,0.0,0.0,0,0,0
11216,1134.0,2268,10.13,20.27,0,8.91,0.0,0.0,0,0,1
11622,1188.0,1188,5.33,5.33,0,8.91,0.01,11.88,0,6,0
12123,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0,147,0
18177,2160.0,2160,10.13,10.13,0,8.91,0.15,324.0,0,104,0
18680,2160.0,2160,7.99,7.99,1,8.0,0.25,540.0,0,46,0
19839,2160.0,2160,11.21,11.21,1,8.0,0.31,669.6,0,69,0
20344,1620.0,1620,10.13,10.13,0,8.91,0.0,0.0,0,105,0
21971,1080.0,1080,10.13,10.13,0,8.91,0.62,669.6,0,15,0
22204,1620.0,1620,10.13,10.13,1,10.0,0.9,1458.0,0,0,0
22250,2160.0,2160,7.99,7.99,0,8.91,0.0,0.0,0,136,0
24167,1674.0,3348,5.33,10.67,0,8.91,0.0,0.0,0,0,1
25485,2160.0,2160,7.99,7.99,0,8.91,0.0,0.0,0,14,0
26892,1188.0,1188,10.61,10.61,0,8.91,0.0,0.0,0,0,0
29041,1188.0,1188,5.33,5.33,0,8.91,0.12,142.56,0,124,0
29845,1890.0,3780,12.41,24.81,0,8.91,0.0,0.0,0,0,1
31255,1620.0,1620,5.33,5.33,1,7.0,0.09,145.8,0,0,0
32487,2160.0,2160,10.13,10.13,0,8.91,0.0,0.0,0,71,1
33288,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,0,0
21,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,8,0
232,2160.0,2160,5.33,5.33,0,8.91,0.01,21.6,0,253,0
564,1620.0,1620,5.33,5.33,0,8.91,0.24,388.8,0,8,0
612,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0,0,0
2165,2160.0,2160,7.99,7.99,0,8.91,0.0,0.0,0,28,0
2795,2160.0,2160,9.56,9.56,0,8.91,0.0,0.0,0,41,0
3026,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,0,0
3162,1620.0,4860,5.33,16.0,0,10.0,0.0,0.0,0,0,1
3367,1620.0,1620,5.33,5.33,0,8.91,0.0,0.0,0,152,1
3760,1620.0,1620,10.13,10.13,0,8.91,0.09,145.8,0,22,0
4922,1620.0,1620,5.33,5.33,0,8.91,0.0,0.0,0,82,0
6688,2160.0,2160,7.99,7.99,0,8.91,0.07,151.2,0,91,0
7551,1620.0,1620,10.13,10.13,0,8.91,0.0,0.0,0,47,1
7978,1620.0,1620,5.33,5.33,0,8.91,0.0,0.0,0,0,0
8729,1080.0,1080,5.97,5.97,0,8.91,0.0,0.0,0,0,0
9396,1674.0,3348,6.67,13.33,0,8.91,0.0,0.0,0,0,1
9779,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,0,0
10997,2160.0,2160,7.99,7.99,0,8.91,0.15,324.0,0,134,0
11498,1620.0,1620,5.33,5.33,0,8.91,0.0,0.0,0,49,0
11527,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0,0,0
14142,216.0,216,5.33,5.33,0,8.91,0.0,0.0,0,0,0
14452,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,0,0
15824,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0,0,1
16072,2160.0,2160,5.33,5.33,0,8.91,0.14,302.4,0,298,0
16311,2160.0,2160,7.99,7.99,0,8.91,0.01,21.6,0,237,0
16326,1620.0,1620,10.13,10.13,1,10.0,0.12,194.4,0,243,0
17284,1188.0,1188,5.33,5.33,0,8.91,0.2,237.6,0,14,0
17567,2160.0,2160,12.41,12.41,1,6.0,0.37,799.2,0,22,0
17875,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,214,1
18303,1620.0,1620,5.33,5.33,0,8.91,0.0,0.0,0,153,0
19333,1404.0,2808,6.67,13.33,0,8.91,0.0,0.0,0,5,1
20048,2160.0,2160,7.99,7.99,0,8.91,0.03,64.8,0,216,0
20115,1620.0,1620,5.33,5.33,0,8.91,0.0,0.0,0,249,0
21007,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0,0,0
21715,2160.0,2160,5.07,5.07,0,8.91,0.0,0.0,0,1,0
21820,2160.0,2160,5.33,5.33,0,8.91,0.07,151.2,0,51,0
22899,1188.0,1188,10.13,10.13,0,8.91,0.1,118.8,0,308,0
22911,1620.0,1620,21.82,21.82,0,8.91,0.19,307.8,0,5,0
23940,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0,0,0
24809,1188.0,1188,9.8,9.8,0,8.91,0.5,594.0,0,208,0
25288,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0,0,0
25505,1080.0,1080,10.13,10.13,0,8.91,0.24,259.2,0,7,0
25880,1188.0,1188,5.33,5.33,0,8.91,0.12,142.56,1,110,0
