label,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28
1,4469175,4411,23,23,0,0,0,488,1,0,0,23,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
1,5671336,107,17,4,2,0,60,384,0,0,0,159,2,0,1,0,1,23,0,0,0,43,0,0,0,0,0,0
1,2276176,3366,34,6,0,0,0,150,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5039201,1627,134,8,0,0,0,238,0,0,0,11,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0
1,5022016,197,3,1,0,0,0,20,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4996302,1491,100,7,0,1,0,228,0,0,0,12,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0
1,4859666,95,7,0,0,0,4,74,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0
1,5835843,2327,15,3,0,0,0,427,1,0,0,5,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0
1,5270561,1823,74,39,0,0,0,176,0,0,0,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,3447476,237409,112980,4,0,0,0,13,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3715809,59,12,3,1,0,6742,6764,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4375118,4625,36,34,0,0,0,500,1,0,0,34,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0
1,5022648,1966,5,16,0,0,0,285,1,0,0,21,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0
1,2297549,9137,38,15,0,0,0,913,1,0,0,36,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0
1,4681423,129,7,0,0,0,6,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,3652452,41894,34,7,5,1,69,218,0,0,0,38,21,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,3355452,5809,67,42,0,2,0,836,1,0,0,110,0,3,8,0,8,4,0,0,0,5,13,0,0,0,0,0
1,4765502,0,0,0,0,0,94,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4602355,367,14,2,1,0,1858,250,1756,0,0,88,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,5165697,2997,124,8,0,0,0,356,0,0,0,17,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
1,5174638,3017,124,8,0,0,0,361,0,0,0,17,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
1,4328846,5045,92,43,0,0,0,590,1,0,0,43,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0
1,4524593,69,7,0,0,0,4,38,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1,5872932,1244,49,9,0,0,0,158,0,0,0,16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
1,5673722,107,17,4,2,0,60,386,0,0,0,159,2,0,1,0,1,23,0,0,0,45,0,0,0,0,0,0
1,2595470,137594,8,1,0,1,26,49,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,5018283,408,5,6,0,0,0,82,1,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,5220667,2418,99,8,0,0,0,338,0,0,0,17,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0
1,3357636,33796,58,1,1,0,16,1642,0,0,0,11,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
1,5671192,107,17,4,2,0,60,384,0,0,0,159,2,0,1,0,1,23,0,0,0,43,0,0,0,0,0,0
1,3487225,237409,112980,4,0,0,0,13,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4687613,129,7,0,0,0,6,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,5036923,930,128,8,0,0,0,144,1,0,0,11,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
1,3380581,1784,8,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,4886182,27287,32,1,1,1,498,87,448,0,0,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,5132834,4783,20,11,1,1,2,868,1,0,0,18,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2304249,4124,64,11,0,0,0,184,1,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,5568269,1974,944,6,0,0,0,158,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,4138593,10685,177,11,0,0,6,765,0,0,0,39,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,5108716,63,11,2,0,0,4,18,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,4694398,133,10,0,0,0,6,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,5671444,107,17,4,2,0,60,384,0,0,0,159,2,0,1,0,1,23,0,0,0,43,0,0,0,0,0,0
1,5039078,1246,5,10,0,0,0,299,1,0,0,22,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0
1,3912382,2633,2612,2,0,1,3,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,4355571,1429,15,0,0,1,0,74,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,2984228,392620,33,1,1,1,319,87,268,0,0,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3517011,245718,116850,4,0,0,0,24,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5108389,3062,2032,6,0,0,0,154,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,3551207,237409,112980,4,0,0,0,13,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3760277,5074,5000,1,1,1,108,183,59,0,0,27,3,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,4170746,10427,167,11,0,0,6,789,0,0,0,39,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,4550594,86,12,0,0,0,4,38,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1,4088754,4891,198,10,0,0,6,1813,0,0,0,45,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
1,4919287,76,5,0,0,0,4,65,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0
1,4365639,1428,16,0,0,1,0,73,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,3869313,2669,2648,2,0,1,3,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1,4666804,128,7,0,0,0,6,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2726665,145307,30,7,5,1,69,218,0,0,0,38,21,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,5558720,1966,936,6,0,0,0,166,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,5275215,3502,80,0,1,1,1,1429,0,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0
1,4524593,69,7,0,0,0,4,38,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1,5088758,4889,187,9,0,0,0,408,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1,6040203,159,19,4,1,0,126,502,2,0,0,47,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1,5582516,1958,928,6,0,0,0,160,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,5017916,236,25,7,1,0,247,174,189,0,0,57,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
1,4660513,90,6,0,0,0,14,206,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0
1,5583188,1966,936,6,0,0,0,186,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,4568218,82,12,0,0,0,33,291,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0
1,5031472,2049,130,9,0,1,0,269,0,0,0,11,0,1,0,0,0,0,0,0,0,8,3,0,0,0,0,0
1,4828021,81,5,0,0,0,4,68,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0
1,4651497,93,8,0,0,0,15,222,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0
1,5343175,103,16,2,0,1,27,74,2,0,0,5,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0
1,4585562,78,7,0,0,0,7,50,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0
1,5016804,1406,5,14,0,0,0,337,1,0,0,28,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0
1,5012102,510,34,4,0,0,0,54,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,4613642,67,7,0,0,0,13,146,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0
1,4862431,6268,125,7,1,0,4,282,0,0,0,17,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
1,5133651,62,11,2,0,0,3,18,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,4549365,69,7,0,0,0,4,38,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1,4479005,67,7,0,0,0,4,38,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1,4631652,68,7,0,0,0,13,146,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0
1,4273678,13733,10763,0,0,1,1,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5786650,99,99,0,0,0,127,141,0,0,0,0,0,0,3,0,3,0,0,0,0,1,2,0,0,0,0,0
1,5667523,180,53,2,0,0,16,100,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,5561317,1966,936,6,0,0,0,126,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,5915991,6644,194,10,0,0,0,170,0,0,0,16,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
1,5126107,3385,59,9,0,1,0,391,0,0,0,11,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
1,4323517,589,76,4,0,0,0,54,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4354076,1276,4,4,0,0,0,144,1,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
1,5072822,116,7,0,0,0,13,290,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0
1,5576381,1966,936,6,0,0,0,152,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,4431994,2546,74,13,0,0,0,268,1,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,4424179,3771,94,18,0,0,0,1275,0,0,0,48,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0
1,4649871,127,7,0,0,0,6,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2303398,11037,80,24,0,1,0,2690,1,0,0,120,0,2,0,0,0,0,0,0,0,14,8,0,0,0,0,0
1,4324549,2637,87,18,0,0,0,220,1,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,5022424,336,57,5,0,0,0,31,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5012106,1159,100,6,0,0,0,229,0,0,0,11,0,0,1,0,1,0,0,0,0,7,3,0,0,0,0,0
1,2302324,6090,87,15,0,0,0,276,1,0,0,15,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0
1,4911261,64,7,0,0,0,4,56,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0
1,4667914,128,7,0,0,0,6,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,5015339,552,5,4,0,0,0,62,1,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
1,4554571,70,7,0,0,0,4,38,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1,5014041,1350,42,10,0,0,0,580,1,0,0,44,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0
1,5660468,180,61,2,0,0,16,97,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,5022257,1416,5,13,0,0,0,147,1,0,0,13,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0
1,5571310,1966,936,6,0,0,0,138,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,5012055,539,5,3,0,0,0,63,1,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
1,5030204,1967,136,10,0,0,0,256,0,0,0,12,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0
1,5055314,75,4,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4163990,4674,199,10,0,0,6,1844,0,0,0,45,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,4643731,128,7,0,0,0,6,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,5024643,1791,112,10,0,0,0,243,0,0,0,12,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0
1,4987607,1477,114,7,0,1,0,235,0,0,0,11,0,2,0,0,0,0,0,0,0,7,1,0,0,0,0,0
1,4649116,126,7,0,0,0,6,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,5581255,1966,936,6,0,0,0,146,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,5865936,6141,362,10,0,0,0,113,1,0,0,10,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0
1,4998145,2248,51,20,0,0,0,238,1,0,0,20,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0
1,4638225,129,7,0,0,0,6,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,4676038,72,7,0,0,0,4,50,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0
1,4667220,127,7,0,0,0,6,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,5025866,1962,122,10,0,1,0,272,0,0,0,12,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0
1,4678630,85,11,0,0,0,4,38,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1,5059159,2078,130,11,0,0,0,209,1,0,0,11,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0
1,5570582,1966,936,6,0,0,0,146,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,5041749,2182,108,11,0,0,0,282,0,0,0,12,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0
1,5012364,288,5,1,0,0,0,33,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4432385,64,7,0,0,0,4,38,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1,5020844,2914,53,26,0,0,0,1036,1,0,0,82,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0
1,5573140,1966,936,6,0,0,0,163,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,5038584,160,3,1,0,0,0,17,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1,4686294,69,7,0,0,0,14,192,0,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0
1,3377948,5205,58,34,0,4,0,679,1,0,0,118,0,9,4,0,4,0,0,0,0,8,15,0,0,0,0,0
1,4565876,75,15,0,0,0,1118,2881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,5019747,1225,5,10,0,1,0,191,1,0,0,17,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0
1,4510012,67,7,0,0,0,4,38,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1,4432333,65,7,0,0,0,4,38,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1,5014384,872,98,7,0,0,0,243,1,0,0,21,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
1,3891303,2669,2648,2,0,1,3,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,5008161,1919,110,10,0,0,0,253,0,0,0,11,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0
1,4641415,6368,151,9,1,0,6,279,0,0,0,22,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,3584883,114141,90,1,0,1,54,106,14,0,0,7,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0
1,2619372,476151,13,2,1,1,0,18099,0,0,0,6,6,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0
1,5019829,3628,360,10,1,0,23,892,0,0,0,32,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,4257519,124,61,0,0,0,1422,3489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,4455672,2457,74,16,0,0,0,264,1,0,0,16,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
1,4663024,9313,368,12,1,0,6,374,0,0,0,24,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,4558284,70,7,0,0,0,4,38,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1,4725989,82,6,0,0,0,4,50,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1,4654232,85,11,0,0,0,4,38,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1,5008460,1888,118,10,0,0,0,232,0,0,0,11,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0
1,5006387,2802,130,22,0,0,0,777,1,0,0,65,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0
1,3347713,1499,36,12,0,1,0,195,1,0,0,24,0,2,3,0,3,0,0,0,0,1,1,0,0,0,0,0
1,5217649,2404,99,8,0,0,0,330,0,0,0,17,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
1,4734282,9310,341,20,1,0,5,368,0,0,0,25,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,4702885,138,12,0,0,0,6,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,5036866,2007,116,10,0,0,0,200,1,0,0,10,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0
1,3492877,237409,112980,4,0,0,0,13,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5027193,1835,5,16,0,0,0,307,1,0,0,24,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0
1,4663470,126,7,0,0,0,6,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,4558802,9190,337,17,1,0,5,374,0,0,0,25,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,5168398,3037,124,8,0,0,0,366,0,0,0,17,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
1,5001141,400,5,4,0,0,0,45,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5029649,1981,94,10,0,1,0,241,0,0,0,11,0,1,0,0,0,0,0,0,0,5,2,0,0,0,0,0
1,4952945,3514,333,10,1,0,21,1252,0,0,0,30,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
1,4555778,68,7,0,0,0,4,38,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1,5656996,180,51,2,0,0,16,97,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,5789654,5233,146,10,0,1,0,165,0,0,0,16,0,1,0,0,0,0,0,0,0,7,2,0,0,0,0,0
1,5220272,2441,99,8,0,0,0,341,0,0,0,17,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0
1,5010065,3684,38,35,0,0,0,544,1,0,0,47,0,0,1,0,1,0,0,0,0,10,4,0,0,0,0,0
1,4732990,9298,350,12,1,0,6,374,0,0,0,23,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,5019329,54,3,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4693307,124,7,0,0,0,6,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,4952601,12441,24,22,0,0,4,1124,0,0,0,50,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
1,5021693,218,4,3,0,0,0,23,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1,4309543,2643,59,19,0,0,0,562,1,0,0,34,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0
1,4566646,18135,19,1,0,1,0,1817,0,3,0,1,0,3,0,0,0,0,0,0,0,3,9,0,0,0,0,0
1,4641596,149,7,0,0,0,13,174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,4772509,6375,154,7,1,0,5,277,0,0,0,17,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
1,5164284,2993,124,8,0,0,0,350,0,0,0,17,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
1,4713056,6429,136,7,0,0,10,278,0,0,0,20,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,5010828,2321,5,22,0,0,0,282,1,0,0,25,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
1,5039127,1895,104,10,0,0,0,266,0,0,0,12,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0
1,5268562,1838,74,39,0,0,0,178,0,0,0,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,4661279,128,7,0,0,0,6,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,5031523,1970,122,10,0,0,0,239,0,0,0,11,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0
1,4839320,6232,125,9,1,0,6,299,0,0,0,22,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,4378938,6823,32,28,0,0,0,764,1,0,0,28,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
1,5039153,940,5,10,0,0,0,113,1,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,4692084,9157,362,12,1,0,6,375,0,0,0,23,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
1,5676265,107,17,4,2,0,60,386,0,0,0,159,2,0,1,0,1,23,0,0,0,45,0,0,0,0,0,0
1,4847970,9408,337,20,1,0,5,368,0,0,0,25,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,5272266,1813,74,39,0,0,0,172,0,0,0,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,4813879,96,16,6,1,0,32,122,0,0,0,16,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
1,4688904,6330,144,7,0,0,10,271,0,0,0,20,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,5015051,647,5,6,0,0,0,195,1,0,0,15,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0
1,4651247,128,7,0,0,0,6,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,4528335,69,7,0,0,0,4,38,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1,4969688,1714,114,10,0,0,0,64,0,0,0,12,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0
1,4584424,9164,335,12,1,0,6,375,0,0,0,23,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,5666222,180,56,2,0,0,16,99,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,4632156,128,7,0,0,0,6,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,4341456,1915,35,12,0,0,0,214,1,0,0,12,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,4434435,660,55,5,0,0,0,67,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4646702,49,14,1,0,1,39,62076,0,0,0,5,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0
1,5007474,4456,34,31,0,1,0,904,1,0,0,69,0,1,1,0,1,0,0,0,0,8,8,0,0,0,0,0
1,5034237,4919,134,37,0,0,0,611,1,0,0,43,0,0,1,0,1,0,0,0,0,9,7,0,0,0,0,0
1,4560465,6117,132,9,1,0,6,284,0,0,0,22,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,5262398,1810,74,39,0,0,0,175,0,0,0,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,5043119,1785,116,10,0,0,0,242,0,0,0,12,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0
1,4398409,3462,47,14,0,0,0,370,1,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
1,3533288,237963,112980,4,0,0,0,24,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5083005,1921,71,10,0,0,0,268,0,0,0,11,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
1,5040464,1767,5,9,0,0,0,199,1,0,0,9,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0
1,5031291,2567,5,26,0,0,0,497,1,0,0,42,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0
1,4999270,1887,5,21,0,0,0,216,1,0,0,23,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0
1,5083564,1730,46,9,0,0,0,267,0,0,0,12,0,0,1,0,1,0,0,0,0,5,3,0,0,0,0,0
1,4520017,4552,95,37,0,0,0,496,1,0,0,37,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
1,4949641,1701,116,11,0,0,0,64,0,0,0,13,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0
1,5004978,2689,5,26,0,0,0,273,1,0,0,26,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0
1,3837590,801,10,0,0,1,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,4410833,3002,59,20,0,0,0,315,1,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,4549365,69,7,0,0,0,4,38,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1,5021698,861,5,9,0,0,0,102,1,0,0,9,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
1,5671451,107,17,4,2,0,60,384,0,0,0,159,2,0,1,0,1,23,0,0,0,43,0,0,0,0,0,0
1,3356005,245591,116850,4,0,0,0,25,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5168441,2996,124,8,0,0,0,351,0,0,0,17,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
1,4646870,119,7,0,0,0,6,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1151664,5627816,7,1,0,1,26,11,21,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
